year,round,pick,player,nfl url,pos,draft age,team,entry year,last year,1st team pro select,pro select,weighted career av,years as primary starter,games,games started,rushing attempts,rushing yards,rushing td,receiving attemps,receiving yards,receiving td,college,cfb url,cfb school,cfb conference,cfb class,cfb pos,cfb games,cfb receptions,cfb yards,cfb average,cfb td,cfb attemps rushing,cfb yards rushing,cfb avg rushing,cfb td rushing,cfb scrimmages,cfb yards total,cfb avg total,cfb td total,nfl age,nfl team,nfl pos,nfl no,nfl game,nfl game started,nfl target,nfl receptions,nfl yards,nfl y/r,nfl td,nfl first downs,nfl longest rec,nfl rec per game,nfl yards per game,nfl catch ratio,nfl yards per target,nfl rushes,nfl rush yards,nfl rush td,nfl first downs rush,nfl longest rush,nfl rush yards per attempt,nfl rush yards per game,nfl rush attempt per games,nfl total touches,nfl yards per touch,nfl yards from scrimmage,nfl total td,nfl fumbles,nfl av,nfl table type,cfb method,nfl method
2003,6,199,Willie Ponder,https://www.pro-football-reference.com/players/P/PondWi00.htm,WR,23,NYG,2003,2006,0,0,0,2,38,0,2,0,0,8,38,0,SE Missouri St.,https://www.sports-reference.com/cfb/players/willie-ponder-1.html,Tulsa,WAC,,WR,6.0,8,71,8.9,0,,,,,8,71,8.9,0,,SEA,,83,38,,0,15,0,15,,122,3064,2,95,25.1,3117,2,,,,,,,,,,,,,,Kick & Punt Returns Table,success,success from main
2003,6,203,Kareem Kelly,nfl link is missing,WR,,NOR,,,0,0,0,,,,,,,,,,USC,https://www.sports-reference.com/cfb/players/kareem-kelly-1.html,USC,Pac-10,SR,WR,48.0,204,3104,15.2,15,14,64,4.6,0,218,3168,14.5,15,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,success,fail (eg link broken)
2003,6,211,David Tyree,https://www.pro-football-reference.com/players/T/TyreDa00.htm,WR,23,NYG,2003,2009,0,1,0,5,83,5,1,-9,0,54,650,4,Syracuse,https://www.sports-reference.com/cfb/players/david-tyree-1.html,Syracuse,Big East,SR,WR,46.0,75,1214,16.2,6,4,35,8.8,0,79,1249,15.8,6,29,BAL,,17,83,5,95,54,650,12.0,4,30,49,0.7,7.8,56.8%,6.8,1,-9,0,0,0,-9.0,-0.1,0.0,55,11.7,641,4,1,5,Receiving & Rushing Table,success,success from main
2003,7,221,Keenan Howry,https://www.pro-football-reference.com/players/H/HowrKe00.htm,WR,22,MIN,2003,2005,0,0,0,0,23,1,,,,3,18,0,Oregon,https://www.sports-reference.com/cfb/players/keenan-howry-1.html,Oregon,Pac-10,SR,WR,49.0,173,2698,15.6,24,13,150,11.5,1,186,2848,15.3,25,24,MIN,,82,23,1,49,358,0,52,7.3,14,316,0,42,22.6,692,0,,,,,,,,,,,,,,Kick & Punt Returns Table,success,success from main
2003,7,224,Taco Wallace,https://www.pro-football-reference.com/players/W/WallTa00.htm,WR,22,SEA,2003,2005,0,0,0,0,4,0,,,,,,,Kansas St.,https://www.sports-reference.com/cfb/players/taco-wallace-1.html,Kansas State,Big 12,SR,WR,14.0,41,721,17.6,5,2,12,6.0,0,43,733,17.0,5,24,GNB,,82,4,,0,,,,,,,,,,,,,,,,,,,,,,,,,Games Table,success,success from main
2003,7,226,Walter Young,https://www.pro-football-reference.com/players/Y/YounWa00.htm,WR,23,CAR,2003,2006,0,0,0,0,9,0,,,,1,17,0,Illinois,https://www.sports-reference.com/cfb/players/walter-young-1.html,Illinois,Big Ten,SR,WR,46.0,141,2204,15.6,13,2,-12,-6.0,0,143,2192,15.3,13,27,PIT,,18,9,,6,1,17,17.0,0,1,17,0.1,1.9,16.7%,2.8,,,,,,,,,1,17.0,17,0,0,0,Receiving & Rushing Table,success,success from main
2003,7,231,Talman Gardner,https://www.pro-football-reference.com/players/G/GardTa00.htm,WR,23,NOR,2003,2004,0,0,0,0,21,2,,,,4,52,0,Florida St.,https://www.sports-reference.com/cfb/players/talman-gardner-1.html,Florida State,ACC,SR,WR,47.0,90,1595,17.7,19,7,39,5.6,0,97,1634,16.8,19,24,NOR,wr,88,21,2,16,4,52,13.0,0,3,23,0.2,2.5,25.0%,3.3,,,,,,,,,4,13.0,52,0,0,0,Receiving & Rushing Table,success,success from main
2003,7,253,DeAndrew Rubin,nfl link is missing,WR,,GNB,,,0,0,0,,,,,,,,,,South Florida,https://www.sports-reference.com/cfb/players/deandrew-rubin-1.html,South Florida,Ind,SR,WR,31.0,69,1078,15.6,9,,,,,69,1078,15.6,9,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,success,fail (eg link broken)
2003,7,255,Kevin Walter,https://www.pro-football-reference.com/players/W/WaltKe00.htm,WR,22,NYG,2003,2012,0,0,6,36,152,93,13,82,0,356,4379,25,East. Michigan,https://www.sports-reference.com/cfb/players/kevin-walter-1.html,Eastern Michigan,MAC,SR,WR,44.0,211,2838,13.5,20,,,,,211,2838,13.5,20,31,HOU,WR,83,152,93,541,356,4379,12.3,25,231,61,2.3,28.8,65.8%,8.1,13,82,0,8,13,6.3,0.5,0.1,369,12.1,4461,25,1,42,Receiving & Rushing Table,success,success from main
2003,7,256,Carl Ford,https://www.pro-football-reference.com/players/F/FordCa00.htm,WR,22,GNB,2005,2005,0,0,0,0,10,0,,,,,,,Toledo,https://www.sports-reference.com/cfb/players/carl-ford-1.html,Toledo,MAC,SR,WR,46.0,149,1966,13.2,17,1,37,37.0,0,150,2003,13.4,17,25,CHI,,19,10,,,,,,,,,,,,0.0,3,3,0,0,,,0,,,,,,,,Defense & Fumbles Table,success,success from main
2003,7,260,Travis Anglin,nfl link is missing,WR,,DET,,,0,0,0,,,,,,,,,,Memphis,https://www.sports-reference.com/cfb/players/travis-anglin-1.html,Memphis,CUSA,SR,WR,36.0,137,250,54.8,1459,5.8,4.5,10,12,107.4,,,,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,success,fail (eg link broken)
2003,7,262,Ryan Hoag,nfl link is missing,WR,,OAK,,,0,0,0,,,,,,,,,,Gustavus Adolphus,https://www.sports-reference.com/cfb/players/ryan-hoag-1.html,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail (eg link broken),fail (eg link broken)
2002,1,13,Donte' Stallworth,https://www.pro-football-reference.com/players/S/StalDo00.htm,WR,21,NOR,2002,2012,0,0,4,39,115,60,20,98,0,321,4837,35,Tennessee,https://www.sports-reference.com/cfb/players/donte-stallworth-1.html,Tennessee,SEC,JR,WR,31.0,99,1747,17.6,13,4,30,7.5,0,103,1777,17.3,13,32,NWE,,19,115,60,594,321,4837,15.1,35,214,84,2.8,42.1,54.0%,8.1,20,98,0,4,26,4.9,0.9,0.2,341,14.5,4935,35,5,45,Receiving & Rushing Table,success,success from main
2002,1,19,Ashley Lelie,https://www.pro-football-reference.com/players/L/LeliAs00.htm,WR,22,DEN,2002,2008,0,0,4,35,107,59,20,172,0,217,3749,15,Hawaii,https://www.sports-reference.com/cfb/players/ashley-lelie-1.html,Hawaii,WAC,JR,WR,36.0,194,3341,17.2,32,,,,,194,3341,17.2,32,28,OAK,wr,87,107,59,463,217,3749,17.3,15,152,60,2.0,35.0,46.9%,8.1,20,172,0,8,39,8.6,1.6,0.2,237,16.5,3921,15,1,39,Receiving & Rushing Table,success,success from main
2002,1,20,Javon Walker,https://www.pro-football-reference.com/players/W/WalkJa00.htm,WR,23,GNB,2002,2009,0,1,2,39,83,46,14,132,1,267,4011,31,Florida St.,https://www.sports-reference.com/cfb/players/javon-walker-1.html,Florida State,ACC,SR,WR,20.0,65,1257,19.3,10,,,,,65,1257,19.3,10,31,OAK,,84,83,46,481,267,4011,15.0,31,181,83,3.2,48.3,55.5%,8.3,14,132,1,5,72,9.4,1.6,0.2,281,14.7,4143,32,5,42,Receiving & Rushing Table,success,success from main
2002,2,33,Jabar Gaffney,https://www.pro-football-reference.com/players/G/GaffJa00.htm,WR,21,HOU,2002,2012,0,0,6,42,158,103,9,56,0,447,5690,24,Florida,https://www.sports-reference.com/cfb/players/jabar-gaffney-1.html,Florida,SEC,SO,WR,23.0,138,2375,17.2,27,,,,,138,2375,17.2,27,32,MIA,,10,158,103,754,447,5690,12.7,24,295,69,2.8,36.0,59.3%,7.5,9,56,0,3,13,6.2,0.4,0.1,456,12.6,5746,24,4,52,Receiving & Rushing Table,success,success from main
2002,2,36,Josh Reed,https://www.pro-football-reference.com/players/R/ReedJo01.htm,WR,22,BUF,2002,2009,0,0,3,28,115,52,14,57,0,311,3575,10,LSU,https://www.sports-reference.com/cfb/players/josh-reed-1.html,LSU,SEC,JR,WR,31.0,167,3001,18.0,17,9,63,7.0,1,176,3064,17.4,18,29,BUF,wr,82,115,52,513,311,3575,11.5,10,191,52,2.7,31.1,60.6%,7.0,14,57,0,5,16,4.1,0.5,0.1,325,11.2,3632,10,5,33,Receiving & Rushing Table,success,success from main
2002,2,46,Tim Carter,https://www.pro-football-reference.com/players/C/CartTi00.htm,WR,22,NYG,2002,2009,0,0,1,9,71,11,11,97,0,81,1090,4,Auburn,https://www.sports-reference.com/cfb/players/tim-carter-1.html,Auburn,SEC,JR,WR,29.0,57,842,14.8,4,24,173,7.2,0,81,1015,12.5,4,30,STL,,15,71,11,173,81,1090,13.5,4,51,44,1.1,15.4,46.8%,6.3,11,97,0,5,22,8.8,1.4,0.2,92,12.9,1187,4,2,10,Receiving & Rushing Table,success,success from main
2002,2,47,Andre' Davis,https://www.pro-football-reference.com/players/D/DaviAn01.htm,WR,23,CLE,2002,2009,0,0,1,24,104,33,9,32,0,156,2470,17,Virginia Tech,https://www.sports-reference.com/cfb/players/andre-davis-1.html,Virginia Tech,Big East,SR,WR,40.0,110,2094,19.0,19,12,137,11.4,4,122,2231,18.3,23,30,HOU,wr,11,104,33,302,156,2470,15.8,17,84,99,1.5,23.8,51.7%,8.2,9,32,0,1,9,3.6,0.3,0.1,165,15.2,2502,17,4,26,Receiving & Rushing Table,success,success from main
2002,2,48,Reche Caldwell,https://www.pro-football-reference.com/players/C/CaldRe00.htm,WR,23,SDG,2002,2007,0,0,1,20,71,29,14,108,0,152,1851,11,Florida,https://www.sports-reference.com/cfb/players/reche-caldwell-1.html,Florida,SEC,JR,WR,35.0,141,2088,14.8,18,13,91,7.0,0,154,2179,14.1,18,28,WAS,wr,86,71,29,273,152,1851,12.2,11,91,62,2.1,26.1,55.7%,6.8,14,108,0,5,20,7.7,1.5,0.2,166,11.8,1959,11,8,21,Receiving & Rushing Table,success,success from main
2002,2,62,Antwaan Randle El,https://www.pro-football-reference.com/players/R/RandAn00.htm,WR,23,PIT,2002,2010,0,0,4,41,143,71,79,438,0,370,4467,15,Indiana,https://www.sports-reference.com/cfb/players/antwaan-randle-el-1.html,Indiana,Big Ten,SR,QB,44.0,528,1060,49.8,7469,7.0,6.3,42,37,115.1,,,,31,PIT,,82,143,71,596,370,4467,12.1,15,234,63,2.6,31.2,62.1%,7.5,79,438,0,21,43,5.5,3.1,0.6,449,10.9,4905,15,31,49,Receiving & Rushing Table,success,success from main
2002,2,63,Antonio Bryant,https://www.pro-football-reference.com/players/B/BryaAn00.htm,WR,21,DAL,2002,2009,0,0,5,37,106,82,11,65,0,372,5685,30,Pittsburgh,https://www.sports-reference.com/cfb/players/antonio-bryant-1.html,Pitt,Big East,JR,WR,31.0,161,2805,17.4,26,,,,,161,2805,17.4,26,28,TAM,WR,89,106,82,713,372,5685,15.3,30,215,78,3.5,53.6,52.2%,8.0,11,65,0,3,24,5.9,0.6,0.1,383,15.0,5750,30,6,42,Receiving & Rushing Table,success,success from main
2002,2,65,Deion Branch,https://www.pro-football-reference.com/players/B/BranDe00.htm,WR,23,NWE,2002,2012,0,0,8,52,140,111,8,33,0,518,6644,39,Louisville,https://www.sports-reference.com/cfb/players/deion-branch-1.html,Louisville,CUSA,SR,WR,23.0,143,2204,15.4,18,10,36,3.6,0,153,2240,14.6,18,33,NWE,wr,84,140,111,883,518,6644,12.8,39,295,79,3.7,47.5,58.7%,7.5,8,33,0,3,19,4.1,0.2,0.1,526,12.7,6677,39,3,64,Receiving & Rushing Table,success,success from main
2002,3,86,Marquis Walker,nfl link is missing,WR,,TAM,,,0,0,0,,,,,,,,,,Michigan,https://www.sports-reference.com/cfb/players/marquise-walker-1.html,Michigan,Big Ten,SR,WR,44.0,161,2004,12.4,17,7,14,2.0,0,168,2018,12.0,17,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,success,fail (eg link broken)
2002,3,87,Cliff Russell,https://www.pro-football-reference.com/players/R/RussCl00.htm,WR,23,WAS,2003,2008,0,0,0,0,23,1,3,15,0,5,45,0,Utah,https://www.sports-reference.com/cfb/players/cliff-russell-1.html,Utah,MWC,SR,WR,28.0,124,1862,15.0,10,7,37,5.3,0,131,1899,14.5,10,29,DEN,,10,23,1,,,,,,41,916,0,40,22.3,976,0,,,,,,,,,,,,,,Kick & Punt Returns Table,success,success from main
2002,3,95,Eric Crouch,nfl link is missing,WR,,STL,,,0,0,0,,,,,,,,,,Nebraska,https://www.sports-reference.com/cfb/players/eric-crouch-1.html,Nebraska,Big 12,SR,QB,43.0,648,3434,5.3,59,3,109,36.3,2,651,3543,5.4,61,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,success,fail (eg link broken)
2002,4,123,Ron Johnson,https://www.pro-football-reference.com/players/J/JohnRo03.htm,WR,22,BAL,2002,2003,0,0,0,1,22,4,,,,11,126,1,Minnesota,https://www.sports-reference.com/cfb/players/ron-johnson-1.html,Minnesota,Big Ten,SR,WR,45.0,196,2931,15.0,31,1,-27,-27.0,0,197,2904,14.7,31,23,BAL,,83,22,4,29,11,126,11.5,1,8,33,0.5,5.7,37.9%,4.3,,,,,,,,,11,11.5,126,1,0,1,Receiving & Rushing Table,success,success from main
2002,5,142,Terry Charles,nfl link is missing,WR,,SDG,,,0,0,0,,,,,,,,,,Portland St.,https://www.sports-reference.com/cfb/players/terry-charles-1.html,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail (eg link broken),fail (eg link broken)
2002,5,144,Herb Haygood,https://www.pro-football-reference.com/players/H/HaygHe20.htm,WR,24,DEN,2002,2002,0,0,0,0,4,0,,,,,,,Michigan St.,https://www.sports-reference.com/cfb/players/herb-haygood-1.html,Michigan State,Big Ten,SR,WR,46.0,115,1640,14.3,7,8,42,5.3,0,123,1682,13.7,7,25,DEN,,82,4,,,,,,,,,,,,0.0,2,2,0,0,,,0,,,,,,,,Defense & Fumbles Table,success,success from main
2002,5,149,Jason McAddley,https://www.pro-football-reference.com/players/M/McAdJa00.htm,WR,23,ARI,2002,2005,0,0,1,4,34,11,,,,38,578,1,Alabama,https://www.sports-reference.com/cfb/players/jason-mcaddley-1.html,Alabama,SEC,SR,WR,44.0,71,1020,14.4,8,5,77,15.4,0,76,1097,14.4,8,26,SFO,wr,15,34,11,100,38,578,15.2,1,26,42,1.1,17.0,38.0%,5.8,,,,,,,,,38,15.2,578,1,1,4,Receiving & Rushing Table,success,success from main
2002,5,151,Jake Schifino,https://www.pro-football-reference.com/players/S/SchiJa20.htm,WR,22,TEN,2003,2004,0,0,0,0,14,0,,,,,,,Akron,https://www.sports-reference.com/cfb/players/jake-schifino-1.html,Akron,MAC,SR,WR,40.0,131,1986,15.2,10,10,49,4.9,0,141,2035,14.4,10,25,TEN,,81,14,,,,,,,35,703,0,39,20.1,703,0,,,,,,,,,,,,,,Kick & Punt Returns Table,success,success from main
2002,5,162,Freddie Milons,nfl link is missing,WR,,PHI,,,0,0,0,,,,,,,,,,Alabama,https://www.sports-reference.com/cfb/players/freddie-milons-1.html,Alabama,SEC,SR,WR,44.0,152,1859,12.2,6,32,242,7.6,1,184,2101,11.4,7,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,success,fail (eg link broken)
2002,5,170,Sam Simmons,https://www.pro-football-reference.com/players/S/SimmSa20.htm,WR,22,MIA,2003,2003,0,0,0,0,11,0,,,,,,,Northwestern,https://www.sports-reference.com/cfb/players/sam-simmons-1.html,Northwestern,Big Ten,SR,WR,41.0,105,1698,16.2,14,55,324,5.9,1,160,2022,12.6,15,24,MIA,,83,11,,8,100,0,32,12.5,3,64,0,34,21.3,164,0,,,,,,,,,,,,,,Kick & Punt Returns Table,success,success from main
2002,6,184,Kahlil Hill,https://www.pro-football-reference.com/players/H/HillKa20.htm,WR,23,ATL,2002,2002,0,0,0,0,1,0,,,,,,,Iowa,https://www.sports-reference.com/cfb/players/kahlil-hill-1.html,Iowa,Big Ten,SR,WR,35.0,152,1892,12.4,15,5,9,1.8,0,157,1901,12.1,15,23,ATL,,87,1,,4,12,0,5,3.0,,,,,,12,0,,,,,,,,,,,,,,Kick & Punt Returns Table,success,success from main
2002,6,202,Lee Mays,https://www.pro-football-reference.com/players/M/MaysLe00.htm,WR,23,PIT,2002,2006,0,0,0,1,49,1,,,,11,154,0,Texas-El Paso,https://www.sports-reference.com/cfb/players/lee-mays-1.html,UTEP,WAC,SR,WR,45.0,200,2920,14.6,28,13,79,6.1,0,213,2999,14.1,28,28,PIT,,89,49,1,,,,,,36,750,0,35,20.8,904,1,,,,,,,,,,,,,,Kick & Punt Returns Table,success,success from main
2002,6,203,Jamin Elliott,https://www.pro-football-reference.com/players/E/ElliJa00.htm,WR,22,CHI,2002,2006,0,0,0,0,3,0,,,,,,,Delaware,https://www.sports-reference.com/cfb/players/jamin-elliott-1.html,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,27,ATL,,18,3,,,,,,,,,,,,0.0,1,1,0,0,0,,0,,,,,,,,Defense & Fumbles Table,fail (eg link broken),success from main
2002,6,206,Javin Hunter,https://www.pro-football-reference.com/players/H/HuntJa00.htm,WR,22,BAL,2002,2002,0,0,0,0,12,3,1,9,0,5,35,0,Notre Dame,https://www.sports-reference.com/cfb/players/javin-hunter-1.html,Notre Dame,Ind,SR,WR,45.0,63,867,13.8,4,3,51,17.0,0,66,918,13.9,4,22,BAL,wr,84,12,3,11,5,35,7.0,0,0,8,0.4,2.9,45.5%,3.2,1,9,0,0,9,9.0,0.8,0.1,6,7.3,44,0,2,0,Receiving & Rushing Table,success,success from main
2002,6,208,DeVeren Johnson,nfl link is missing,WR,,DAL,,,0,0,0,,,,,,,,,,Sacred Heart,https://www.sports-reference.com/cfb/players/deveren-johnson-1.html,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail (eg link broken),fail (eg link broken)
2002,7,217,Michael Coleman,nfl link is missing,WR,,ATL,,,0,0,0,,,,,,,,,,Widener,https://www.sports-reference.com/cfb/players/michael-coleman-1.html,USC,Pac-10,FR,RB,4.0,20,95,4.8,1,,,,,20,95,4.8,1,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,success,fail (eg link broken)
2002,7,222,Kendall Newson,https://www.pro-football-reference.com/players/N/NewsKe00.htm,WR,22,JAX,2003,2003,0,0,0,1,6,0,,,,2,55,0,Middle Tenn. St.,https://www.sports-reference.com/cfb/players/kendall-newson-1.html,Middle Tennessee State,Sun Belt,SR,WR,33.0,208,2659,12.8,17,9,76,8.4,0,217,2735,12.6,17,23,MIA,,82,6,,6,2,55,27.5,0,2,37,0.3,9.2,33.3%,9.2,,,,,,,,,2,27.5,55,0,1,1,Receiving & Rushing Table,success,success from main
2002,7,225,Darrell Hill,https://www.pro-football-reference.com/players/H/HillDa20.htm,WR,23,TEN,2002,2004,0,0,0,0,33,0,,,,,,,Northern Illinois,https://www.sports-reference.com/cfb/players/darrell-hill-1.html,Northern Illinois,MAC,SR,WR,35.0,88,1595,18.1,13,13,105,8.1,0,101,1700,16.8,13,25,TEN,,80,33,,,,,,,0,0,1,0,0,0.0,25,20,5,0,,,0,,,,,,,,Defense & Fumbles Table,success,success from main
2002,7,226,Daryl Jones,https://www.pro-football-reference.com/players/J/JoneDa02.htm,WR,23,NYG,2002,2004,0,0,0,1,15,6,1,4,0,8,90,0,Miami (FL),https://www.sports-reference.com/cfb/players/daryl-jones-1.html,Miami (FL),Big East,SR,WR,39.0,59,819,13.9,5,2,-8,-4.0,0,61,811,13.3,5,25,CHI,,82,15,6,6,28,0,17,4.7,16,307,0,31,19.2,429,1,,,,,,,,,,,,,,Kick & Punt Returns Table,success,success from main
2002,7,235,Ronald Curry,https://www.pro-football-reference.com/players/C/CurrRo01.htm,WR,23,OAK,2002,2008,0,0,2,16,76,32,5,3,0,193,2347,13,North Carolina,https://www.sports-reference.com/cfb/players/ronald-curry-1.html,North Carolina,ACC,SR,QB,37.0,345,695,49.6,4987,7.2,5.7,28,35,113.1,,,,29,OAK,WR,89,76,32,316,193,2347,12.2,13,123,63,2.5,30.9,61.1%,7.4,5,3,0,0,4,0.6,0.0,0.1,198,11.9,2350,13,3,17,Receiving & Rushing Table,success,success from main
2002,7,249,Rodney Wright,nfl link is missing,WR,,BUF,,,0,0,0,,,,,,,,,,Fresno St.,https://www.sports-reference.com/cfb/players/rodney-wright-1.html,Fresno State,WAC,SR,WR,35.0,211,3142,14.9,23,39,234,6.0,1,250,3376,13.5,24,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,success,fail (eg link broken)
2002,7,253,David Givens,https://www.pro-football-reference.com/players/G/GiveDa00.htm,WR,22,NWE,2002,2006,0,0,2,22,58,32,3,16,0,166,2318,12,Notre Dame,https://www.sports-reference.com/cfb/players/david-givens-1.html,Notre Dame,Ind,SR,WR,44.0,72,814,11.3,3,41,146,3.6,4,113,960,8.5,7,26,TEN,wr,87,58,32,291,166,2318,14.0,12,113,57,2.9,40.0,57.0%,8.0,3,16,0,0,9,5.3,0.3,0.1,169,13.8,2334,12,1,23,Receiving & Rushing Table,success,success from main
2002,7,254,Aaron Lockett,nfl link is missing,WR,,TAM,,,0,0,0,,,,,,,,,,Kansas St.,https://www.sports-reference.com/cfb/players/aaron-lockett-1.html,Kansas State,Big 12,SR,WR,47.0,137,2400,17.5,14,15,69,4.6,0,152,2469,16.2,14,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,success,fail (eg link broken)
2001,1,8,David Terrell,https://www.pro-football-reference.com/players/T/TerrDa00.htm,WR,22,CHI,2001,2005,0,0,1,11,54,29,4,14,0,128,1602,9,Michigan,https://www.sports-reference.com/cfb/players/david-terrell-1.html,Michigan,Big Ten,JR,WR,34.0,137,2005,14.6,19,8,108,13.5,1,145,2113,14.6,20,26,DEN,,13,54,29,248,128,1602,12.5,9,80,63,2.4,29.7,51.6%,6.5,4,14,0,1,20,3.5,0.3,0.1,132,12.2,1616,9,2,12,Receiving & Rushing Table,success,success from main
2001,1,9,Koren Robinson,https://www.pro-football-reference.com/players/R/RobiKo00.htm,WR,21,SEA,2001,2008,0,1,5,35,96,70,23,115,1,294,4244,16,North Carolina St.,https://www.sports-reference.com/cfb/players/koren-robinson-1.html,North Carolina State,ACC,SO,WR,22.0,110,1914,17.4,15,28,110,3.9,0,138,2024,14.7,15,28,SEA,WR,18,96,70,550,294,4244,14.4,16,193,90,3.1,44.2,53.5%,7.7,23,115,1,6,20,5.0,1.2,0.2,317,13.8,4359,17,7,39,Receiving & Rushing Table,success,success from main
2001,1,15,Rod Gardner,https://www.pro-football-reference.com/players/G/GardRo00.htm,WR,23,WAS,2001,2006,0,0,4,25,91,62,5,24,0,242,3165,23,Clemson,https://www.sports-reference.com/cfb/players/rod-gardner-1.html,Clemson,ACC,SR,WR,46.0,159,2404,15.1,12,5,0,0.0,0,164,2404,14.7,12,29,KAN,,85,91,62,498,242,3165,13.1,23,139,85,2.7,34.8,48.6%,6.4,5,24,0,3,16,4.8,0.3,0.1,247,12.9,3189,23,3,27,Receiving & Rushing Table,success,success from main
2001,1,16,Santana Moss,https://www.pro-football-reference.com/players/M/MossSa00.htm,WR,22,NYJ,2001,2014,0,1,8,73,197,135,51,287,0,732,10283,66,Miami (FL),https://www.sports-reference.com/cfb/players/santana-moss-1.html,Miami (FL),Big East,SR,WR,42.0,143,2547,17.8,19,12,277,23.1,3,155,2824,18.2,22,35,WAS,,89,197,135,1268,732,10283,14.0,66,495,78,3.7,52.2,57.7%,8.1,51,287,0,16,35,5.6,1.5,0.3,783,13.5,10570,66,25,93,Receiving & Rushing Table,success,success from main
2001,1,25,Freddie Mitchell,https://www.pro-football-reference.com/players/M/MitcFr00.htm,WR,22,PHI,2001,2004,0,0,0,13,63,17,2,-4,0,90,1263,5,UCLA,https://www.sports-reference.com/cfb/players/freddie-mitchell-1.html,UCLA,Pac-10,JR,WR,34.0,110,1955,17.8,9,9,67,7.4,0,119,2022,17.0,9,26,PHI,fb/wr,84,63,17,171,90,1263,14.0,5,63,60,1.4,20.0,52.6%,7.4,2,-4,0,0,12,-2.0,-0.1,0.0,92,13.7,1259,5,1,14,Receiving & Rushing Table,success,success from main
2001,1,30,Reggie Wayne,https://www.pro-football-reference.com/players/W/WaynRe00.htm,WR,22,IND,2001,2014,1,6,12,117,211,197,4,0,0,1070,14345,82,Miami (FL),https://www.sports-reference.com/cfb/players/reggie-wayne-1.html,Miami (FL),Big East,SR,WR,45.0,173,2510,14.5,20,2,15,7.5,0,175,2525,14.4,20,36,IND,WR,87,211,197,1714,1070,14345,13.4,82,763,80,5.1,68.0,62.4%,8.4,4,0,0,0,5,0.0,0.0,0.0,1074,13.4,14345,82,10,155,Receiving & Rushing Table,success,success from main
2001,2,33,Quincy Morgan,https://www.pro-football-reference.com/players/M/MorgQu00.htm,WR,23,CLE,2001,2006,0,0,3,20,86,52,10,53,0,164,2466,17,Kansas St.,https://www.sports-reference.com/cfb/players/quincy-morgan-1.html,Kansas State,Big 12,SR,WR,24.0,106,2173,20.5,23,3,11,3.7,0,109,2184,20.0,23,29,DEN,,11,86,52,334,164,2466,15.0,17,79,78,1.9,28.7,49.1%,7.4,10,53,0,1,24,5.3,0.6,0.1,174,14.5,2519,17,7,22,Receiving & Rushing Table,success,success from main
