year,round,pick,player,cfb_url,cfb_table_name,cfb_school,cfb_conference,cfb_class,cfb_pos,cfb_games,cfb_receptions,cfb_rec_yards,cfb_rec_yards_per_reception,cfb_rec_td,cfb_rushes,cfb_rushing_yards,cfb_rushing_yards_per_rush,cfb_rushing_td,cfb_plays,cfb_yards,cfb_yards_per_play,cfb_td,combine_method,combine_draft_age,combine_ht,combine_wt,combine_forty,combine_vertical,combine_benchreps,combine_broadjump,combine_cone,nfl_url,nfl_table_name,nfl_yards_per_year
2013,7,236,Marquess Wilson,https://www.sports-reference.com/cfb/players/marquess-wilson-1.html,receiving & rushing table,Washington State,Pac-12,JR,WR,33.0,189.0,3207.0,17.0,23.0,3.0,10.0,3.3,0.0,192.0,3217.0,16.8,23.0,success from merge,20,75.0,194.0,4.51,34.5,7.0,122.0,6.65,https://www.pro-football-reference.com/players/W/WilsMa02.htm,receiving & rushing table,"[13.0, 140.0, 464.0, 160.0]"
2013,7,238,Aaron Mellette,cfb link is missing,cfb link is missing,,,,,,,,,,,,,,,,,,success from merge,23,74.0,217.0,4.54,33.5,9.0,123.0,7.11,https://www.pro-football-reference.com/players/M/MellAa00.htm,receiving & rushing table,[0.0]
2012,1,5,Justin Blackmon,https://www.sports-reference.com/cfb/players/justin-blackmon-1.html,receiving & rushing table,Oklahoma State,Big 12,JR,WR,38.0,253.0,3564.0,14.1,40.0,8.0,84.0,10.5,1.0,261.0,3648.0,14.0,41.0,success from merge,22,73.0,207.0,4.46,,14.0,,,https://www.pro-football-reference.com/players/B/BlacJu00.htm,receiving & rushing table,"[865.0, 415.0, 0.0]"
2012,1,13,Michael Floyd ,https://www.sports-reference.com/cfb/players/michael-floyd-1.html,receiving & rushing table,Notre Dame,Ind,SR,WR,43.0,271.0,3686.0,13.6,37.0,4.0,30.0,7.5,1.0,275.0,3716.0,13.5,38.0,success from search,22,75.0,220.0,4.4,36.5,16.0,122.0,,https://www.pro-football-reference.com/players/F/FloyMi00.htm,receiving & rushing table,"[562.0, 1041.0, 841.0, 849.0, 488.0, 78.0, 100.0]"
2012,1,20,Kendall Wright,https://www.sports-reference.com/cfb/players/kendall-wright-1.html,receiving & rushing table,Baylor,Big 12,SR,WR,50.0,302.0,4004.0,13.3,30.0,75.0,425.0,5.7,2.0,377.0,4429.0,11.7,32.0,success from merge,22,70.0,196.0,4.49,38.5,,121.0,6.93,https://www.pro-football-reference.com/players/W/WrigKe01.htm,receiving & rushing table,"[626.0, 1079.0, 715.0, 408.0, 416.0, 614.0]"
2012,1,30,A.J. Jenkins,https://www.sports-reference.com/cfb/players/aj-jenkins-1.html,receiving & rushing table,Illinois,Big Ten,SR,WR,46.0,167.0,2432.0,14.6,19.0,6.0,25.0,4.2,0.0,173.0,2457.0,14.2,19.0,success from merge,22,72.0,190.0,4.37,38.5,12.0,124.0,,https://www.pro-football-reference.com/players/J/JenkA.00.htm,receiving & rushing table,"[0.0, 130.0, 93.0]"
2012,2,33,Brian Quick,cfb link is missing,cfb link is missing,,,,,,,,,,,,,,,,,,success from merge,23,75.0,220.0,4.5,34.0,15.0,119.0,7.1,https://www.pro-football-reference.com/players/Q/QuicBr00.htm,receiving & rushing table,"[156.0, 302.0, 375.0, 102.0, 564.0, 76.0, 18.0]"
2012,2,43,Stephen Hill,https://www.sports-reference.com/cfb/players/stephen-hill-1.html,receiving & rushing table,Georgia Tech,ACC,JR,WR,38.0,49.0,1248.0,25.5,9.0,12.0,147.0,12.3,1.0,61.0,1395.0,22.9,10.0,success from merge,21,76.0,215.0,4.36,39.5,14.0,133.0,6.88,https://www.pro-football-reference.com/players/H/HillSt00.htm,receiving & rushing table,"[252.0, 342.0, 0.0]"
2012,2,45,Alshon Jeffery,https://www.sports-reference.com/cfb/players/alshon-jeffery-1.html,receiving & rushing table,South Carolina,SEC,JR,WR,40.0,183.0,3042.0,16.6,23.0,0.0,0.0,0.0,0.0,183.0,3042.0,16.6,23.0,success from merge,22,75.0,216.0,4.48,,,,,https://www.pro-football-reference.com/players/J/JeffAl00.htm,receiving & rushing table,"[367.0, 1421.0, 1133.0, 807.0, 821.0, 789.0, 843.0, 490.0]"
2012,2,54,Ryan Broyles,https://www.sports-reference.com/cfb/players/ryan-broyles-1.html,receiving & rushing table,Oklahoma,Big 12,SR,WR,48.0,349.0,4586.0,13.1,45.0,15.0,97.0,6.5,1.0,364.0,4683.0,12.9,46.0,success from merge,24,70.0,192.0,4.57,,21.0,,,https://www.pro-football-reference.com/players/B/BroyRy00.htm,receiving & rushing table,"[310.0, 85.0, 25.0]"
2012,2,63,Rueben Randle ,https://www.sports-reference.com/cfb/players/rueben-randle-1.html,receiving & rushing table,LSU,SEC,JR,WR,40.0,97.0,1634.0,16.8,13.0,0.0,0.0,0.0,0.0,97.0,1634.0,16.8,13.0,success from search,21,75.0,210.0,4.55,31.0,15.0,121.0,6.99,https://www.pro-football-reference.com/players/R/RandRu00.htm,receiving & rushing table,"[298.0, 611.0, 938.0, 797.0]"
2012,3,68,DeVier Posey,https://www.sports-reference.com/cfb/players/devier-posey-1.html,receiving & rushing table,Ohio State,Big Ten,SR,WR,42.0,136.0,1955.0,14.4,18.0,3.0,13.0,4.3,0.0,139.0,1968.0,14.2,18.0,success from merge,22,74.0,211.0,4.39,36.5,14.0,123.0,7.03,https://www.pro-football-reference.com/players/P/PoseDe00.htm,receiving & rushing table,"[87.0, 155.0, 30.0]"
2012,3,69,T.J. Graham,https://www.sports-reference.com/cfb/players/tj-graham-1.html,receiving & rushing table webdriver,North Carolina State,ACC,SR,WR,46.0,99.0,1453.0,14.7,12.0,5.0,-9.0,-1.8,0.0,104.0,1444.0,13.9,12.0,success from merge,23,71.0,188.0,4.34,33.5,8.0,120.0,6.77,https://www.pro-football-reference.com/players/G/GrahT.00.htm,receiving & rushing table,"[322.0, 361.0, 87.0, 24.0]"
2012,3,83,Mohamed Sanu,https://www.sports-reference.com/cfb/players/mohamed-sanu-1.html,receiving & rushing table,Rutgers,Big East,JR,WR,38.0,210.0,2263.0,10.8,12.0,125.0,653.0,5.2,9.0,335.0,2916.0,8.7,21.0,success from merge,23,73.0,211.0,4.62,36.0,19.0,126.0,6.88,https://www.pro-football-reference.com/players/S/SanuMo00.htm,receiving & rushing table,"[154.0, 455.0, 790.0, 394.0, 653.0, 703.0, 838.0, 520.0, 9.0]"
2012,3,92,T.Y. Hilton,https://www.sports-reference.com/cfb/players/ty-hilton-1.html,receiving & rushing table,Florida International,Sun Belt,SR,WR,50.0,229.0,3531.0,15.4,24.0,69.0,498.0,7.2,7.0,298.0,4029.0,13.5,31.0,success from merge,22,69.0,183.0,4.34,,,,,https://www.pro-football-reference.com/players/H/HiltT.00.htm,receiving & rushing table,"[861.0, 1083.0, 1345.0, 1124.0, 1448.0, 966.0, 1270.0, 501.0, 133.0]"
2012,4,96,Chris Givens,https://www.sports-reference.com/cfb/players/chris-givens-2.html,receiving & rushing table,Wake Forest,ACC,JR,WR,36.0,163.0,2473.0,15.2,21.0,45.0,238.0,5.3,2.0,208.0,2711.0,13.0,23.0,success from merge,22,71.0,198.0,4.35,33.5,19.0,118.0,6.97,https://www.pro-football-reference.com/players/G/GiveCh00.htm,receiving & rushing table,"[698.0, 569.0, 159.0, 353.0]"
2012,4,100,Travis Benjamin,https://www.sports-reference.com/cfb/players/travis-benjamin-1.html,receiving & rushing table,Miami (FL),ACC,SR,WR,49.0,131.0,2146.0,16.4,13.0,25.0,126.0,5.0,1.0,156.0,2272.0,14.6,14.0,success from merge,22,70.0,172.0,4.31,38.0,14.0,119.0,,https://www.pro-football-reference.com/players/B/BenjTr00.htm,receiving & rushing table,"[298.0, 105.0, 314.0, 966.0, 677.0, 567.0, 186.0, 30.0]"
2012,4,104,Joe Adams,https://www.sports-reference.com/cfb/players/joe-adams-1.html,receiving & rushing table,Arkansas,SEC,SR,WR,47.0,164.0,2410.0,14.7,17.0,27.0,248.0,9.2,2.0,191.0,2658.0,13.9,19.0,success from merge,22,71.0,179.0,4.51,36.0,,123.0,7.09,https://www.pro-football-reference.com/players/A/AdamJo01.htm,receiving & rushing table webdriver inverted,[7.0]
2012,4,107,Devon Wylie,https://www.sports-reference.com/cfb/players/devon-wylie-1.html,receiving & rushing table,Fresno State,WAC,SR,WR,43.0,98.0,1327.0,13.5,8.0,18.0,118.0,6.6,0.0,116.0,1445.0,12.5,8.0,success from merge,24,69.0,187.0,4.36,39.0,17.0,123.0,,https://www.pro-football-reference.com/players/W/WyliDe00.htm,receiving & rushing table webdriver,"[53.0, 0.0]"
2012,4,118,Jarius Wright,https://www.sports-reference.com/cfb/players/jarius-wright-1.html,receiving & rushing table,Arkansas,SEC,SR,WR,50.0,168.0,2934.0,17.5,24.0,2.0,10.0,5.0,0.0,170.0,2944.0,17.3,24.0,success from merge,22,70.0,182.0,4.39,38.0,11.0,120.0,6.93,https://www.pro-football-reference.com/players/W/WrigJa02.htm,receiving & rushing table,"[310.0, 434.0, 588.0, 442.0, 67.0, 198.0, 447.0, 296.0]"
2012,4,121,Keshawn Martin ,https://www.sports-reference.com/cfb/players/keshawn-martin-1.html,receiving & rushing table,Michigan State,Big Ten,SR,WR,48.0,127.0,1714.0,13.5,10.0,64.0,540.0,8.4,3.0,191.0,2254.0,11.8,13.0,success from search,22,71.0,188.0,4.42,39.5,13.0,122.0,6.85,https://www.pro-football-reference.com/players/M/MartKe01.htm,receiving & rushing table webdriver,"[85.0, 253.0, 78.0, 269.0, 0.0]"
2012,4,122,Nick Toon,https://www.sports-reference.com/cfb/players/nick-toon-1.html,receiving & rushing table,Wisconsin,Big Ten,SR,WR,47.0,171.0,2447.0,14.3,18.0,6.0,34.0,5.7,0.0,177.0,2481.0,14.0,18.0,success from merge,23,74.0,215.0,4.49,37.5,18.0,,,https://www.pro-football-reference.com/players/T/ToonNi00.htm,receiving & rushing table,"[0.0, 68.0, 215.0, 0.0]"
2012,4,134,Greg Childs,https://www.sports-reference.com/cfb/players/greg-childs-1.html,receiving & rushing table,Arkansas,SEC,SR,WR,44.0,133.0,2066.0,15.5,15.0,0.0,0.0,0.0,0.0,133.0,2066.0,15.5,15.0,success from merge,22,75.0,219.0,4.52,36.5,19.0,125.0,,https://www.pro-football-reference.com/players/C/ChilGr00.htm,receiving & rushing table,[0.0]
2012,5,152,Danny Coale,https://www.sports-reference.com/cfb/players/danny-coale-1.html,receiving & rushing table,Virginia Tech,ACC,SR,WR,55.0,165.0,2658.0,16.1,8.0,13.0,45.0,3.5,0.0,178.0,2703.0,15.2,8.0,success from merge,24,72.0,201.0,4.42,35.0,12.0,115.0,6.69,https://www.pro-football-reference.com/players/C/CoalDa00.htm,receiving & rushing table,[0.0]
2012,5,166,Marvin Jones ,https://www.sports-reference.com/cfb/players/marvin-jones-1.html,receiving & rushing table,California,Pac-12,SR,WR,43.0,156.0,2270.0,14.6,13.0,11.0,116.0,10.5,1.0,167.0,2386.0,14.3,14.0,success from search,22,74.0,199.0,4.46,33.0,22.0,112.0,6.81,https://www.pro-football-reference.com/players/J/JoneMa02.htm,receiving & rushing table,"[201.0, 712.0, 0.0, 816.0, 930.0, 1101.0, 508.0, 779.0, 129.0]"
2012,5,168,Juron Criner,https://www.sports-reference.com/cfb/players/juron-criner-1.html,receiving & rushing table,Arizona,Pac-12,SR,WR,50.0,209.0,2859.0,13.7,32.0,17.0,129.0,7.6,0.0,226.0,2988.0,13.2,32.0,success from merge,22,74.0,224.0,4.66,38.0,17.0,117.0,7.15,https://www.pro-football-reference.com/players/C/CrinJu00.htm,receiving & rushing table,"[151.0, 32.0, 0.0]"
2012,6,183,B.J. Cunningham,https://www.sports-reference.com/cfb/players/bj-cunningham-1.html,receiving & rushing table,Michigan State,Big Ten,SR,WR,51.0,218.0,3086.0,14.2,25.0,8.0,82.0,10.3,0.0,226.0,3168.0,14.0,25.0,success from merge,23,73.0,211.0,4.52,31.5,12.0,116.0,7.1,https://www.pro-football-reference.com/players/C/CunnB.00.htm,receiving & rushing table,[0.0]
2012,6,194,Marvin McNutt,https://www.sports-reference.com/cfb/players/marvin-mcnutt-1.html,receiving & rushing table,Iowa,Big Ten,SR,WR,42.0,170.0,2861.0,16.8,28.0,8.0,63.0,7.9,0.0,178.0,2924.0,16.4,28.0,success from merge,23,75.0,216.0,4.48,37.0,,122.0,7.15,https://www.pro-football-reference.com/players/M/McNuMa00.htm,receiving & rushing table,[0.0]
2012,6,198,Tommy Streeter,https://www.sports-reference.com/cfb/players/tommy-streeter-1.html,receiving & rushing table,Miami (FL),ACC,JR,WR,30.0,52.0,967.0,18.6,9.0,0.0,0.0,0.0,0.0,52.0,967.0,18.6,9.0,success from merge,22,77.0,219.0,4.37,33.0,17.0,125.0,7.08,https://www.pro-football-reference.com/players/S/StreTo00.htm,receiving & rushing table,[0.0]
2012,6,206,LaVon Brazill,https://www.sports-reference.com/cfb/players/lavon-brazill-1.html,receiving & rushing table,Ohio,MAC,SR,WR,49.0,187.0,2515.0,13.4,18.0,31.0,239.0,7.7,1.0,218.0,2754.0,12.6,19.0,success from merge,23,71.0,192.0,4.43,32.5,11.0,,,https://www.pro-football-reference.com/players/B/BrazLa00.htm,receiving & rushing table,"[186.0, 161.0]"
2012,7,227,Rishard Matthews,https://www.sports-reference.com/cfb/players/rishard-matthews-1.html,receiving & rushing table,Nevada,WAC,SR,WR,26.0,147.0,2243.0,15.3,13.0,10.0,75.0,7.5,2.0,157.0,2318.0,14.8,15.0,success from merge,22,72.0,217.0,4.54,36.0,20.0,,6.88,https://www.pro-football-reference.com/players/M/MattRi00.htm,receiving & rushing table,"[151.0, 448.0, 135.0, 662.0, 945.0, 795.0, 24.0]"
2012,7,231,Toney Clemons,https://www.sports-reference.com/cfb/players/toney-clemons-1.html,receiving & rushing table,Colorado,Pac-12,SR,WR,43.0,98.0,1268.0,12.9,11.0,5.0,23.0,4.6,0.0,103.0,1291.0,12.5,11.0,fail from merge and from search,23,,,,,,,,https://www.pro-football-reference.com/players/C/ClemTo00.htm,receiving & rushing table,[41.0]
2012,7,235,Jeremy Ebert,https://www.sports-reference.com/cfb/players/jeremy-ebert-1.html,receiving & rushing table,Northwestern,Big Ten,SR,WR,52.0,173.0,2400.0,13.9,21.0,9.0,47.0,5.2,0.0,182.0,2447.0,13.4,21.0,fail from merge and from search,23,,,,,,,,https://www.pro-football-reference.com/players/E/EberJe00.htm,receiving & rushing table,"[0.0, 18.0]"
2012,7,238,Junior Hemingway,https://www.sports-reference.com/cfb/players/junior-hemingway-1.html,receiving & rushing table,Michigan,Big Ten,SR,WR,47.0,88.0,1638.0,18.6,11.0,5.0,9.0,1.8,0.0,93.0,1647.0,17.7,11.0,success from merge,23,73.0,225.0,4.48,35.5,21.0,124.0,6.59,https://www.pro-football-reference.com/players/H/HemiJu00.htm,receiving & rushing table,"[0.0, 125.0, 108.0]"
2012,7,244,Jordan White,https://www.sports-reference.com/cfb/players/jordan-white-1.html,receiving & rushing table,Western Michigan,MAC,SR,WR,43.0,306.0,4187.0,13.7,32.0,4.0,56.0,14.0,0.0,310.0,4243.0,13.7,32.0,success from merge,24,72.0,208.0,4.63,35.0,14.0,119.0,6.84,https://www.pro-football-reference.com/players/W/WhitJo02.htm,receiving & rushing table,[13.0]
2011,1,4,A.J. Green,https://www.sports-reference.com/cfb/players/aj-green-1.html,receiving & rushing table,Georgia,SEC,JR,WR,32.0,166.0,2619.0,15.8,23.0,7.0,105.0,15.0,0.0,173.0,2724.0,15.7,23.0,success from merge,23,76.0,211.0,4.48,34.5,18.0,126.0,6.91,https://www.pro-football-reference.com/players/G/GreeA.00.htm,receiving & rushing table,"[1057.0, 1350.0, 1426.0, 1041.0, 1297.0, 964.0, 1078.0, 694.0, 116.0]"
2011,1,6,Julio Jones ,https://www.sports-reference.com/cfb/players/julio-jones-1.html,receiving & rushing table,Alabama,SEC,JR,WR,40.0,179.0,2653.0,14.8,15.0,10.0,139.0,13.9,2.0,189.0,2792.0,14.8,17.0,success from search,22,75.0,220.0,4.34,38.5,17.0,135.0,6.66,https://www.pro-football-reference.com/players/J/JoneJu02.htm,receiving & rushing table,"[959.0, 1198.0, 580.0, 1593.0, 1871.0, 1409.0, 1444.0, 1677.0, 1394.0, 181.0]"
2011,1,26,Jonathan Baldwin,https://www.sports-reference.com/cfb/players/jonathan-baldwin-1.html,receiving & rushing table,Pitt,Big East,JR,WR,39.0,128.0,2337.0,18.3,16.0,5.0,68.0,13.6,0.0,133.0,2405.0,18.1,16.0,success from search,22,76.0,228.0,4.49,42.0,20.0,129.0,7.07,https://www.pro-football-reference.com/players/B/BaldJo00.htm,receiving & rushing table,"[254.0, 325.0, 28.0]"
2011,2,44,Titus Young,https://www.sports-reference.com/cfb/players/titus-young-1.html,receiving & rushing table,Boise State,WAC,SR,WR,43.0,204.0,3063.0,15.0,25.0,47.0,350.0,7.4,8.0,251.0,3413.0,13.6,33.0,success from merge,22,71.0,174.0,4.43,,,123.0,,https://www.pro-football-reference.com/players/Y/YounTi00.htm,receiving & rushing table,"[607.0, 383.0]"
2011,2,58,Torrey Smith,https://www.sports-reference.com/cfb/players/torrey-smith-1.html,receiving & rushing table,Maryland,ACC,JR,WR,38.0,152.0,2215.0,14.6,19.0,21.0,66.0,3.1,1.0,173.0,2281.0,13.2,20.0,success from merge,22,73.0,204.0,4.41,41.0,19.0,126.0,6.72,https://www.pro-football-reference.com/players/S/SmitTo02.htm,receiving & rushing table,"[841.0, 855.0, 1128.0, 767.0, 663.0, 267.0, 430.0, 190.0]"
2011,2,59,Greg Little,https://www.sports-reference.com/cfb/players/greg-little-1.html,receiving & rushing table inverted,North Carolina,ACC,JR,WR,37.0,86.0,969.0,11.3,6.0,166.0,805.0,4.8,6.0,252.0,1774.0,7.0,12.0,success from merge,22,74.0,231.0,4.51,40.5,27.0,129.0,6.8,https://www.pro-football-reference.com/players/L/LittGr00.htm,receiving & rushing table,"[709.0, 647.0, 465.0, 69.0]"
2011,2,64,Randall Cobb,https://www.sports-reference.com/cfb/players/randall-cobb-1.html,receiving & rushing table inverted,Kentucky,SEC,JR,WR,36.0,144.0,1661.0,11.5,13.0,228.0,1313.0,5.8,22.0,372.0,2974.0,8.0,35.0,success from merge,21,70.0,191.0,4.46,33.5,16.0,115.0,7.08,https://www.pro-football-reference.com/players/C/CobbRa00.htm,receiving & rushing table,"[375.0, 954.0, 433.0, 1287.0, 829.0, 610.0, 653.0, 383.0, 828.0, 177.0]"
2011,3,78,Austin Pettis,https://www.sports-reference.com/cfb/players/austin-pettis-1.html,receiving & rushing table,Boise State,WAC,SR,WR,52.0,229.0,2838.0,12.4,39.0,1.0,-11.0,-11.0,0.0,230.0,2827.0,12.3,39.0,success from merge,23,75.0,209.0,4.56,33.5,14.0,120.0,6.68,https://www.pro-football-reference.com/players/P/PettAu00.htm,receiving & rushing table,"[256.0, 261.0, 399.0, 118.0]"
2011,3,79,Leonard Hankerson,https://www.sports-reference.com/cfb/players/leonard-hankerson-1.html,receiving & rushing table,Miami (FL),ACC,SR,WR,42.0,134.0,2160.0,16.1,22.0,0.0,0.0,0.0,0.0,134.0,2160.0,16.1,22.0,success from merge,23,73.0,209.0,4.4,36.0,14.0,117.0,6.94,https://www.pro-football-reference.com/players/H/HankLe00.htm,receiving & rushing table,"[163.0, 543.0, 375.0, 0.0, 327.0]"
2011,3,82,Vincent Brown,https://www.sports-reference.com/cfb/players/vincent-brown-3.html,receiving & rushing table,San Diego State,MWC,SR,WR,44.0,209.0,3110.0,14.9,23.0,7.0,34.0,4.9,0.0,216.0,3144.0,14.6,23.0,success from merge,22,71.0,187.0,4.68,33.5,12.0,121.0,6.64,https://www.pro-football-reference.com/players/B/BrowVi00.htm,receiving & rushing table,"[329.0, 0.0, 472.0, 118.0, 22.0]"
2011,3,83,Jerrel Jernigan,https://www.sports-reference.com/cfb/players/jerrel-jernigan-1.html,receiving & rushing table,Troy,Sun Belt,SR,WR,50.0,262.0,3128.0,11.9,18.0,132.0,892.0,6.8,5.0,394.0,4020.0,10.2,23.0,success from merge,22,69.0,185.0,4.46,37.5,11.0,124.0,7.07,https://www.pro-football-reference.com/players/J/JernJe00.htm,receiving & rushing table,"[0.0, 22.0, 329.0, 40.0]"
2011,4,107,Kris Durham ,https://www.sports-reference.com/cfb/players/kris-durham-1.html,receiving & rushing table,Georgia,SEC,SR,WR,47.0,64.0,1109.0,17.3,4.0,0.0,0.0,0.0,0.0,64.0,1109.0,17.3,4.0,fail from merge and from search,23,,,,,,,,https://www.pro-football-reference.com/players/D/DurhKr00.htm,receiving & rushing table,"[30.0, 125.0, 490.0, 54.0]"
2011,4,111,Clyde Gates,cfb link is missing,cfb link is missing,,,,,,,,,,,,,,,,,,success from merge,25,72.0,192.0,4.31,40.0,16.0,131.0,,https://www.pro-football-reference.com/players/G/GateCl00.htm,receiving & rushing table,"[19.0, 224.0, 122.0]"
2011,4,112,Greg Salas,https://www.sports-reference.com/cfb/players/greg-salas-1.html,receiving & rushing table,Hawaii,WAC,SR,WR,48.0,285.0,4345.0,15.2,26.0,0.0,0.0,0.0,0.0,285.0,4345.0,15.2,26.0,success from merge,23,73.0,210.0,4.53,37.0,15.0,120.0,6.65,https://www.pro-football-reference.com/players/S/SalaGr00.htm,receiving & rushing table,"[264.0, 0.0, 143.0, 167.0, 41.0, 89.0]"
2011,4,114,Cecil Shorts,cfb link is missing,cfb link is missing,,,,,,,,,,,,,,,,,,success from merge,23,72.0,205.0,4.5,34.5,21.0,114.0,6.5,https://www.pro-football-reference.com/players/S/ShorCe00.htm,receiving & rushing table,"[30.0, 979.0, 777.0, 557.0, 484.0, 152.0]"
2011,4,123,Tandon Doss,https://www.sports-reference.com/cfb/players/tandon-doss-1.html,receiving & rushing table,Indiana,Big Ten,JR,WR,31.0,154.0,1854.0,12.0,13.0,42.0,290.0,6.9,2.0,196.0,2144.0,10.9,15.0,success from merge,21,74.0,201.0,4.62,,14.0,,,https://www.pro-football-reference.com/players/D/DossTa00.htm,receiving & rushing table,"[0.0, 123.0, 305.0, 0.0]"
2011,5,132,Kealoha Pilares,https://www.sports-reference.com/cfb/players/kealoha-pilares-1.html,receiving & rushing table,Hawaii,WAC,SR,WR,47.0,209.0,2491.0,11.9,22.0,125.0,701.0,5.6,8.0,334.0,3192.0,9.6,30.0,success from merge,23,70.0,199.0,4.42,,19.0,,,https://www.pro-football-reference.com/players/P/PilaKe00.htm,receiving & rushing table webdriver,"[0.0, 42.0]"
2011,5,148,Denarius Moore,https://www.sports-reference.com/cfb/players/denarius-moore-1.html,receiving & rushing table,Tennessee,SEC,SR,WR,52.0,112.0,2004.0,17.9,18.0,10.0,105.0,10.5,1.0,122.0,2109.0,17.3,19.0,success from merge,22,72.0,194.0,4.43,36.0,13.0,118.0,6.78,https://www.pro-football-reference.com/players/M/MoorDe02.htm,receiving & rushing table,"[618.0, 741.0, 695.0, 115.0, 0.0]"
2011,5,153,Jeremy Kerley,https://www.sports-reference.com/cfb/players/jeremy-kerley-1.html,receiving & rushing table,Texas Christian,MWC,SR,WR,50.0,120.0,1299.0,10.8,12.0,63.0,306.0,4.9,8.0,183.0,1605.0,8.8,20.0,success from merge,22,69.0,189.0,4.56,34.5,16.0,120.0,,https://www.pro-football-reference.com/players/K/KerlJe00.htm,receiving & rushing table,"[314.0, 827.0, 523.0, 409.0, 152.0, 667.0, 217.0, 7.0]"
2011,5,155,Niles Paul,https://www.sports-reference.com/cfb/players/niles-paul-1.html,receiving & rushing table,Nebraska,Big 12,SR,WR,46.0,103.0,1532.0,14.9,5.0,9.0,56.0,6.2,1.0,112.0,1588.0,14.2,6.0,success from merge,22,73.0,224.0,4.45,34.5,24.0,117.0,6.9,https://www.pro-football-reference.com/players/P/PaulNi00.htm,receiving & rushing table,"[25.0, 152.0, 51.0, 507.0, 27.0, 94.0, 98.0]"
2011,6,167,Ryan Whalen,https://www.sports-reference.com/cfb/players/ryan-whalen-1.html,receiving & rushing table,Stanford,Pac-10,SR,WR,48.0,140.0,1884.0,13.5,7.0,0.0,0.0,0.0,0.0,140.0,1884.0,13.5,7.0,success from merge,22,73.0,202.0,4.53,38.5,18.0,123.0,6.67,https://www.pro-football-reference.com/players/W/WhalRy00.htm,receiving & rushing table,"[27.0, 53.0, 0.0]"
2011,6,176,Dwayne Harris,https://www.sports-reference.com/cfb/players/dwayne-harris-1.html,receiving & rushing table,East Carolina,CUSA,SR,WR,50.0,268.0,3001.0,11.2,20.0,86.0,526.0,6.1,6.0,354.0,3527.0,10.0,26.0,success from merge,23,70.0,203.0,4.53,34.0,10.0,111.0,6.77,https://www.pro-football-reference.com/players/H/HarrDw00.htm,receiving & rushing table webdriver,"[222.0, 80.0, 116.0, 396.0, 13.0, 40.0, 7.0]"
2011,6,178,Aldrick Robinson,https://www.sports-reference.com/cfb/players/aldrick-robinson-1.html,receiving & rushing table,SMU,CUSA,SR,WR,46.0,181.0,3314.0,18.3,30.0,0.0,0.0,0.0,0.0,181.0,3314.0,18.3,30.0,success from merge,22,70.0,184.0,4.35,40.0,17.0,126.0,6.65,https://www.pro-football-reference.com/players/R/RobiAl00.htm,receiving & rushing table,"[237.0, 365.0, 6.0, 323.0, 260.0, 231.0]"
2011,6,182,Ronald Johnson,https://www.sports-reference.com/cfb/players/ronald-johnson-2.html,receiving & rushing table,USC,Pac-10,SR,WR,47.0,138.0,1750.0,12.7,20.0,16.0,88.0,5.5,0.0,154.0,1838.0,11.9,20.0,success from merge,23,71.0,199.0,4.46,,16.0,,,https://www.pro-football-reference.com/players/J/JohnRo05.htm,receiving & rushing table,[0.0]
2011,7,227,Scotty McKnight ,https://www.sports-reference.com/cfb/players/scotty-mcknight-1.html,receiving & rushing table,Colorado,Big 12,SR,WR,49.0,219.0,2588.0,11.8,22.0,2.0,4.0,2.0,1.0,221.0,2592.0,11.7,23.0,fail from merge and from search,23,,,,,,,,https://www.pro-football-reference.com/players/M/McKnSc00.htm,receiving & rushing table,[0.0]
2011,7,236,Stephen Burton,cfb link is missing,cfb link is missing,,,,,,,,,,,,,,,,,,success from merge,21,73.0,221.0,4.5,34.5,19.0,117.0,7.04,https://www.pro-football-reference.com/players/B/BurtSt00.htm,receiving & rushing table,"[38.0, 35.0, 76.0]"
2011,7,241,David Ausberry ,https://www.sports-reference.com/cfb/players/david-ausberry-1.html,receiving & rushing table,USC,Pac-10,SR,WR,46.0,64.0,700.0,10.9,7.0,2.0,14.0,7.0,0.0,66.0,714.0,10.8,7.0,fail from merge and from search,23,,,,,,,,https://www.pro-football-reference.com/players/A/AusbDa00.htm,receiving & rushing table,"[14.0, 92.0, 14.0]"
2011,7,249,DeMarco Sampson,https://www.sports-reference.com/cfb/players/demarco-sampson-1.html,receiving & rushing table,San Diego State,MWC,SR,WR,48.0,146.0,2242.0,15.4,18.0,8.0,9.0,1.1,0.0,154.0,2251.0,14.6,18.0,success from merge,25,74.0,204.0,4.41,,14.0,,,https://www.pro-football-reference.com/players/S/SampDe00.htm,receiving & rushing table,[36.0]
2010,1,22,Demaryius Thomas,https://www.sports-reference.com/cfb/players/demaryius-thomas-1.html,receiving & rushing table,Georgia Tech,ACC,JR,WR,39.0,120.0,2339.0,19.5,15.0,4.0,32.0,8.0,0.0,124.0,2371.0,19.1,15.0,success from merge,22,75.0,224.0,4.52,,,,,https://www.pro-football-reference.com/players/T/ThomDe03.htm,receiving & rushing table,"[283.0, 551.0, 1434.0, 1430.0, 1619.0, 1304.0, 1083.0, 949.0, 677.0, 433.0]"
