,year,round,pick,player,NFL-url,pos,draft age,team,entry year,last year,1st team pro select,pro select,weighted career AV,years as primary starter,games,games started,rushing attempts,rushing yards,rushing TD,receiving attemps,receiving yards,receiving td,college,link,cfb school,cfb conference,cfb class,cfb pos,cfb games,cfb receptions,cfb yards,cfb average,cfb td,cfb attemps rushing,cfb yards rushing,cfb avg rushing,cfb td rushing,cfb scrimmages,cfb yards total,cfb avg total,cfb td total,nfl age,nfl team,nfl pos,nfl no,nfl game,nfl game started,nfl target,nfl receptions,nfl yards,nfl y/r,nfl td,nfl first downs,nfl longest rec,nfl rec per game,nfl yards per game,nfl catch ratio,nfl yards per target,nfl rushes,nfl rush yards,nfl rush td,nfl first downs rush,nfl longest rush,nfl rush yards per attempt,nfl rush yards per game,nfl rush attempt per games,nfl total touches,nfl yards per touch,nfl yards from scrimmage,nfl total td,nfl fumbles,nfl AV
118,2016,6,213,Aaron Burbridge,https://www.pro-football-reference.com/players/B/BurbAa00.htm,WR,22,SFO,2016,2016,0,0,0,1,16,3,,,,7,88,0,Michigan St.,https://www.sports-reference.com/cfb/players/aaron-burbridge-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,2016,7,225,Devin Lucien,https://www.pro-football-reference.com/players/L/LuciDe00.htm,WR,23,NWE,,,0,0,0,,,,,,,,,,Arizona St.,https://www.sports-reference.com/cfb/players/devin-lucien-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,2016,7,229,Demarcus Ayers,https://www.pro-football-reference.com/players/A/AyerDe00.htm,WR,22,PIT,2016,2016,0,0,0,0,2,1,2,-12,0,6,53,1,Houston,https://www.sports-reference.com/cfb/players/demarcus-ayers-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,2016,7,230,Daniel Braverman,https://www.pro-football-reference.com/players/B/BravDa00.htm,WR,22,CHI,2016,2016,0,0,0,0,3,0,,,,,,,West. Michigan,https://www.sports-reference.com/cfb/players/daniel-braverman-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,2016,7,238,Devin Fuller,https://www.pro-football-reference.com/players/F/FullDe00.htm,WR,22,ATL,,,0,0,0,,,,,,,,,,UCLA,https://www.sports-reference.com/cfb/players/devin-fuller-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,2016,7,241,Charone Peake,https://www.pro-football-reference.com/players/P/PeakCh00.htm,WR,23,NYJ,2016,2018,0,0,0,1,31,1,,,,22,214,0,Clemson,https://www.sports-reference.com/cfb/players/charone-peake-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,2016,7,243,Kenny Lawler,https://www.pro-football-reference.com/players/L/LawlKe00.htm,WR,22,SEA,,,0,0,0,,,,,,,,,,California,https://www.sports-reference.com/cfb/players/kenny-lawler-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,2015,1,4,Amari Cooper,https://www.pro-football-reference.com/players/C/CoopAm00.htm,WR,21,OAK,2015,2019,0,4,5,39,77,72,8,27,0,357,5097,33,Alabama,https://www.sports-reference.com/cfb/players/amari-cooper-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,2015,1,7,Kevin White,https://www.pro-football-reference.com/players/W/WhitKe00.htm,WR,23,CHI,2016,2018,0,0,0,2,14,5,1,9,0,25,285,0,West Virginia,https://www.sports-reference.com/cfb/players/kevin-white-6.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,2015,1,14,DeVante Parker,https://www.pro-football-reference.com/players/P/ParkDe01.htm,WR,22,MIA,2015,2019,0,0,3,23,70,45,,,,235,3419,18,Louisville,https://www.sports-reference.com/cfb/players/devante-parker-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,2015,1,20,Nelson Agholor,https://www.pro-football-reference.com/players/A/AghoNe00.htm,WR,22,PHI,2015,2019,0,0,5,21,71,62,11,60,0,224,2515,18,USC,https://www.sports-reference.com/cfb/players/nelson-agholor-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,2015,1,26,Breshad Perriman,https://www.pro-football-reference.com/players/P/PerrBr02.htm,WR,21,BAL,2016,2019,0,0,0,11,51,10,7,20,0,95,1561,11,Central Florida,https://www.sports-reference.com/cfb/players/breshad-perriman-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,2015,1,29,Phillip Dorsett,https://www.pro-football-reference.com/players/D/DorsPh00.htm,WR,22,IND,2015,2019,0,0,0,14,71,15,13,84,0,124,1634,11,Miami (FL),https://www.sports-reference.com/cfb/players/phillip-dorsett-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,2015,2,37,Devin Smith,https://www.pro-football-reference.com/players/S/SmitDe04.htm,WR,23,NYJ,2015,2019,0,0,0,2,18,5,,,,15,248,2,Ohio St.,https://www.sports-reference.com/cfb/players/devin-smith-2.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,2015,2,40,Dorial Green-Beckham,https://www.pro-football-reference.com/players/G/GreeDo00.htm,WR,22,TEN,2015,2016,0,0,0,7,31,12,,,,68,941,6,Oklahoma,https://www.sports-reference.com/cfb/players/dorial-green-beckham-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,2015,3,69,Tyler Lockett,https://www.pro-football-reference.com/players/L/LockTy00.htm,WR,22,SEA,2015,2019,1,1,4,37,79,55,38,256,1,276,3838,27,Kansas St.,https://www.sports-reference.com/cfb/players/tyler-lockett-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,2015,3,70,Jaelen Strong,https://www.pro-football-reference.com/players/S/StroJa01.htm,WR,21,HOU,2015,2017,0,0,0,2,20,3,,,,31,330,4,Arizona St.,https://www.sports-reference.com/cfb/players/jaelen-strong-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,2015,3,76,Chris Conley,https://www.pro-football-reference.com/players/C/ConlCh00.htm,WR,22,KAN,2015,2019,0,0,3,18,69,48,,,,151,2013,11,Georgia,https://www.sports-reference.com/cfb/players/chris-conley-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,2015,3,87,Sammie Coates,https://www.pro-football-reference.com/players/C/CoatSa00.htm,WR,22,PIT,2015,2018,0,0,0,4,45,6,4,14,0,29,528,2,Auburn,https://www.sports-reference.com/cfb/players/sammie-coates-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,2015,3,94,Ty Montgomery,https://www.pro-football-reference.com/players/M/MontTy01.htm,WR,22,GNB,2015,2019,0,0,0,15,58,16,224,1035,7,120,982,3,Stanford,https://www.sports-reference.com/cfb/players/ty-montgomery-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,2015,4,105,Jamison Crowder,https://www.pro-football-reference.com/players/C/CrowJa00.htm,WR,22,WAS,2015,2019,0,0,2,25,72,40,16,68,0,299,3461,20,Duke,https://www.sports-reference.com/cfb/players/jamison-crowder-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,2015,4,107,Justin Hardy,https://www.pro-football-reference.com/players/H/HardJu00.htm,WR,23,ATL,2015,2019,0,0,0,8,73,6,,,,95,946,9,East Carolina,https://www.sports-reference.com/cfb/players/justin-hardy-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,2015,4,123,Vince Mayle,https://www.pro-football-reference.com/players/M/MaylVi00.htm,WR,24,CLE,2015,2017,0,0,0,0,23,0,2,2,1,,,,Washington St.,https://www.sports-reference.com/cfb/players/vince-mayle-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,2015,4,132,DeAndre Smelter,https://www.pro-football-reference.com/players/S/SmelDe00.htm,WR,23,SFO,2016,2016,0,0,0,0,2,0,,,,1,23,0,Georgia Tech,https://www.sports-reference.com/cfb/players/deandre-smelter-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,2015,5,139,Rashad Greene,https://www.pro-football-reference.com/players/G/GreeRa00.htm,WR,22,JAX,2015,2018,0,0,0,2,25,1,,,,30,185,2,Florida St.,https://www.sports-reference.com/cfb/players/rashad-greene-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,2015,5,146,Stefon Diggs,https://www.pro-football-reference.com/players/D/DiggSt00.htm,WR,21,MIN,2015,2019,0,0,5,40,70,63,29,159,0,365,4623,30,Maryland,https://www.sports-reference.com/cfb/players/stefon-diggs-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,2015,5,156,Tony Lippett,https://www.pro-football-reference.com/players/L/LippTo00.htm,WR,23,MIA,2015,2018,0,0,1,6,28,13,,,,,,,Michigan St.,https://www.sports-reference.com/cfb/players/tony-lippett-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,2015,5,159,JJ Nelson,https://www.pro-football-reference.com/players/N/NelsJJ00.htm,WR,23,ARI,2015,2019,0,0,0,12,58,16,12,120,1,85,1475,11,Ala-Birmingham,https://www.sports-reference.com/cfb/players/jj-nelson-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,2015,5,162,Kenny Bell,https://www.pro-football-reference.com/players/B/BellKe02.htm,WR,23,TAM,,,0,0,0,,,,,,,,,,Nebraska,https://www.sports-reference.com/cfb/players/kenny-bell-2.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,2015,5,175,Keith Mumphery,https://www.pro-football-reference.com/players/M/MumpKe00.htm,WR,23,HOU,2015,2016,0,0,0,2,27,6,,,,24,198,0,Michigan St.,https://www.sports-reference.com/cfb/players/keith-mumphery-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,2015,6,184,Kaelin Clay,https://www.pro-football-reference.com/players/C/ClayKa00.htm,WR,23,TAM,2015,2018,0,0,0,3,22,2,3,27,0,6,85,0,Utah,https://www.sports-reference.com/cfb/players/kaelin-clay-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,2015,6,186,Geremy Davis,https://www.pro-football-reference.com/players/D/DaviGe00.htm,WR,23,NYG,2015,2019,0,0,0,0,36,1,,,,5,59,0,Connecticut,https://www.sports-reference.com/cfb/players/geremy-davis-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,2015,6,187,Evan Spencer,https://www.pro-football-reference.com/players/S/SpenEv00.htm,WR,22,WAS,2015,2015,0,0,0,0,1,0,,,,,,,Ohio St.,https://www.sports-reference.com/cfb/players/evan-spencer-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,2015,6,201,Bud Sasser,https://www.pro-football-reference.com/players/S/SassBu00.htm,WR,,STL,,,0,0,0,,,,,,,,,,Missouri,https://www.sports-reference.com/cfb/players/bud-sasser-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,2015,6,204,Darren Waller,https://www.pro-football-reference.com/players/W/WallDa01.htm,WR,22,BAL,2015,2019,0,0,1,10,38,20,3,26,0,108,1323,5,Georgia Tech,https://www.sports-reference.com/cfb/players/darren-waller-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,2015,7,220,Neal Sterling,https://www.pro-football-reference.com/players/S/SterNe00.htm,WR,23,JAX,2015,2018,0,0,0,2,35,6,,,,24,239,0,Monmouth,https://www.sports-reference.com/cfb/players/neal-sterling-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,2015,7,221,Andre Debose,https://www.pro-football-reference.com/players/D/DeboAn00.htm,WR,,OAK,,,0,0,0,,,,,,,,,,Florida,https://www.sports-reference.com/cfb/players/andre-debose-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,2015,7,233,Da'Ron Brown,https://www.pro-football-reference.com/players/B/BrowDa03.htm,WR,23,KAN,,,0,0,0,,,,,,,,,,Northern Illinois,https://www.sports-reference.com/cfb/players/da'ron-brown-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,2015,7,234,Dezmin Lewis,https://www.pro-football-reference.com/players/L/LewiDe02.htm,WR,22,BUF,2015,2016,0,0,0,0,2,0,,,,,,,Central Arkansas,https://www.sports-reference.com/cfb/players/dezmin-lewis-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,2015,7,238,Mario Alford,https://www.pro-football-reference.com/players/A/AlfoMa00.htm,WR,23,CIN,2015,2016,0,0,0,0,4,0,,,,1,15,0,West Virginia,https://www.sports-reference.com/cfb/players/mario-alford-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,2015,7,245,Tre McBride,https://www.pro-football-reference.com/players/M/McBrTr00.htm,WR,22,TEN,2015,2017,0,0,0,1,17,3,1,8,0,10,152,1,William & Mary,https://www.sports-reference.com/cfb/players/tre-mcbride-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,2014,1,4,Sammy Watkins,https://www.pro-football-reference.com/players/W/WatkSa00.htm,WR,21,BUF,2014,2019,0,0,6,36,76,73,10,73,0,284,4244,31,Clemson,https://www.sports-reference.com/cfb/players/sammy-watkins-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,2014,1,7,Mike Evans,https://www.pro-football-reference.com/players/E/EvanMi00.htm,WR,21,TAM,2014,2019,0,3,6,49,90,89,,,,462,7260,48,Texas A&M,https://www.sports-reference.com/cfb/players/mike-evans-4.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,2014,1,12,Odell Beckham,https://www.pro-football-reference.com/players/B/BeckOd00.htm,WR,21,NYG,2014,2019,0,3,5,49,75,71,18,84,0,464,6511,48,LSU,https://www.sports-reference.com/cfb/players/odell-beckham-jr-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,2014,1,20,Brandin Cooks,https://www.pro-football-reference.com/players/C/CookBr00.htm,WR,20,NOR,2014,2019,0,0,5,51,88,77,46,281,2,402,5730,34,Oregon St.,https://www.sports-reference.com/cfb/players/brandin-cooks-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,2014,1,28,Kelvin Benjamin,https://www.pro-football-reference.com/players/B/BenjKe00.htm,WR,23,CAR,2014,2018,0,0,4,22,61,52,,,,209,3021,20,Florida St.,https://www.sports-reference.com/cfb/players/kelvin-benjamin-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,2014,2,39,Marqise Lee,https://www.pro-football-reference.com/players/L/LeexMa00.htm,WR,22,JAX,2014,2019,0,0,2,17,59,30,16,100,0,174,2184,8,USC,https://www.sports-reference.com/cfb/players/marqise-lee-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,2014,2,42,Jordan Matthews,https://www.pro-football-reference.com/players/M/MattJo00.htm,WR,22,PHI,2014,2019,0,0,3,23,73,47,,,,274,3288,22,Vanderbilt,https://www.sports-reference.com/cfb/players/jordan-matthews-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,2014,2,45,Paul Richardson,https://www.pro-football-reference.com/players/R/RichPa01.htm,WR,22,SEA,2014,2019,0,0,1,14,64,29,4,14,0,143,1809,12,Colorado,https://www.sports-reference.com/cfb/players/paul-richardson-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,2014,2,53,Davante Adams,https://www.pro-football-reference.com/players/A/AdamDa01.htm,WR,21,GNB,2014,2019,0,3,6,41,86,79,,,,431,5194,44,Fresno St.,https://www.sports-reference.com/cfb/players/davante-adams-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,2014,2,56,Cody Latimer,https://www.pro-football-reference.com/players/L/LatiCo00.htm,WR,21,DEN,2014,2019,0,0,1,6,66,15,2,1,0,70,935,6,Indiana,https://www.sports-reference.com/cfb/players/cody-latimer-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,2014,2,61,Allen Robinson,https://www.pro-football-reference.com/players/R/RobiAl02.htm,WR,21,JAX,2014,2019,0,1,5,33,72,68,2,11,0,355,4749,33,Penn St.,https://www.sports-reference.com/cfb/players/allen-robinson-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,2014,2,63,Jarvis Landry,https://www.pro-football-reference.com/players/L/LandJa00.htm,WR,21,MIA,2014,2019,0,5,6,44,96,87,30,189,2,564,6188,32,LSU,https://www.sports-reference.com/cfb/players/jarvis-landry-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,2014,3,86,Josh Huff,https://www.pro-football-reference.com/players/H/HuffJo00.htm,WR,22,PHI,2014,2016,0,0,0,6,37,6,5,22,0,51,523,4,Oregon,https://www.sports-reference.com/cfb/players/josh-huff-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,2014,3,90,Donte Moncrief,https://www.pro-football-reference.com/players/M/MoncDo00.htm,WR,21,IND,2014,2019,0,0,3,18,77,43,5,16,0,204,2561,21,Mississippi,https://www.sports-reference.com/cfb/players/donte-moncrief-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,2014,3,91,John Brown,https://www.pro-football-reference.com/players/B/BrowJo02.htm,WR,24,ARI,2014,2019,0,0,3,33,87,57,13,47,0,287,4290,28,Pittsburg St.,https://www.sports-reference.com/cfb/players/john-brown-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,2014,3,97,Dri Archer,https://www.pro-football-reference.com/players/A/ArchDr00.htm,WR,23,PIT,2014,2015,0,0,0,0,20,0,10,40,0,7,23,0,Kent St.,https://www.sports-reference.com/cfb/players/dri-archer-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,2014,4,104,Jalen Saunders,https://www.pro-football-reference.com/players/S/SaunJa00.htm,WR,21,NYJ,2014,2014,0,0,0,0,15,0,,,,1,7,0,Oklahoma,https://www.sports-reference.com/cfb/players/jalen-saunders-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,2014,4,106,Bruce Ellington,https://www.pro-football-reference.com/players/E/ElliBr00.htm,WR,23,SFO,2014,2018,0,0,0,7,44,9,11,54,1,79,769,5,South Carolina,https://www.sports-reference.com/cfb/players/bruce-ellington-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,2014,4,115,Shaquelle Evans,https://www.pro-football-reference.com/players/E/EvanSh00.htm,WR,23,NYJ,2014,2014,0,0,0,0,0,,,,,,,,UCLA,https://www.sports-reference.com/cfb/players/shaquelle-evans-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,2014,4,118,Martavis Bryant,https://www.pro-football-reference.com/players/B/BryaMa00.htm,WR,22,PIT,2014,2018,0,0,1,19,44,18,17,94,1,145,2183,17,Clemson,https://www.sports-reference.com/cfb/players/martavis-bryant-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,2014,4,123,Kevin Norwood,https://www.pro-football-reference.com/players/N/NorwKe00.htm,WR,24,SEA,2014,2015,0,0,0,1,10,2,,,,9,102,0,Alabama,https://www.sports-reference.com/cfb/players/kevin-norwood-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,2014,5,142,Ryan Grant,https://www.pro-football-reference.com/players/G/GranRy01.htm,WR,23,WAS,2014,2019,0,0,1,10,80,26,,,,123,1333,7,Tulane,https://www.sports-reference.com/cfb/players/ryan-grant-2.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,2014,5,146,Devin Street,https://www.pro-football-reference.com/players/S/StreDe00.htm,WR,23,DAL,2014,2016,0,0,0,1,35,2,,,,10,152,1,Pittsburgh,https://www.sports-reference.com/cfb/players/devin-street-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,2014,5,176,Jared Abbrederis,https://www.pro-football-reference.com/players/A/AbbrJa00.htm,WR,23,GNB,2014,2017,0,0,0,1,21,0,,,,13,163,0,Wisconsin,https://www.sports-reference.com/cfb/players/jared-abbrederis-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,2014,6,185,Robert Herron,https://www.pro-football-reference.com/players/H/HerrRo00.htm,WR,22,TAM,2014,2014,0,0,0,0,8,0,1,0,0,6,58,1,Wyoming,https://www.sports-reference.com/cfb/players/robert-herron-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,2014,6,189,T.J. Jones,https://www.pro-football-reference.com/players/J/JoneT.00.htm,WR,22,DET,2014,2019,0,0,0,6,45,9,1,-3,0,67,852,5,Notre Dame,https://www.sports-reference.com/cfb/players/t.j.-jones-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,2014,6,190,Matt Hazel,https://www.pro-football-reference.com/players/H/HazeMa01.htm,WR,22,MIA,2014,2017,0,0,0,0,9,1,,,,1,1,0,Coastal Carolina,https://www.sports-reference.com/cfb/players/matt-hazel-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,2014,6,196,Walt Powell,https://www.pro-football-reference.com/players/P/PoweWa00.htm,WR,22,ARI,2014,2016,0,0,0,1,15,2,,,,14,142,0,Murray St.,https://www.sports-reference.com/cfb/players/walt-powell-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,2014,6,209,Quincy Enunwa,https://www.pro-football-reference.com/players/E/EnunQu00.htm,WR,22,NYJ,2014,2019,0,0,2,13,41,30,2,12,0,119,1617,5,Nebraska,https://www.sports-reference.com/cfb/players/quincy-enunwa-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,2014,7,218,Michael Campanaro,https://www.pro-football-reference.com/players/C/CampMi02.htm,WR,23,BAL,2014,2017,0,0,0,4,24,0,10,131,1,31,310,2,Wake Forest,https://www.sports-reference.com/cfb/players/michael-campanaro-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,2014,7,236,Jeff Janis,https://www.pro-football-reference.com/players/J/JaniJe00.htm,WR,23,GNB,2014,2017,0,0,0,2,51,1,2,38,1,17,200,1,Saginaw Valley St.,https://www.sports-reference.com/cfb/players/jeff-janis-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,2014,7,239,James Wright,https://www.pro-football-reference.com/players/W/WrigJa03.htm,WR,22,CIN,2014,2016,0,0,0,2,24,2,5,24,0,18,197,0,LSU,https://www.sports-reference.com/cfb/players/james-wright-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,2014,7,240,Tevin Reese,https://www.pro-football-reference.com/players/R/ReesTe00.htm,WR,23,SDG,2014,2014,0,0,0,0,0,,,,,,,,Baylor,https://www.sports-reference.com/cfb/players/tevin-reese-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,2014,7,244,Jeremy Gallon,https://www.pro-football-reference.com/players/G/GallJe00.htm,WR,24,NWE,,,0,0,0,,,,,,,,,,Michigan,https://www.sports-reference.com/cfb/players/jeremy-gallon-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,2013,1,8,Tavon Austin,https://www.pro-football-reference.com/players/A/AustTa00.htm,WR,23,STL,2013,2019,0,0,4,25,96,50,196,1340,10,215,2006,15,West Virginia,https://www.sports-reference.com/cfb/players/tavon-austin-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,2013,1,27,DeAndre Hopkins,https://www.pro-football-reference.com/players/H/HopkDe00.htm,WR,21,HOU,2013,2019,3,4,7,59,110,110,3,11,0,632,8602,54,Clemson,https://www.sports-reference.com/cfb/players/deandre-hopkins-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,2013,1,29,Cordarrelle Patterson,https://www.pro-football-reference.com/players/P/PattCo00.htm,WR,22,MIN,2013,2019,3,3,1,26,111,33,103,785,7,195,1955,10,Tennessee,https://www.sports-reference.com/cfb/players/cordarrelle-patterson-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,2013,2,34,Justin Hunter,https://www.pro-football-reference.com/players/H/HuntJu00.htm,WR,22,TEN,2013,2018,0,0,1,9,60,19,,,,85,1349,13,Tennessee,https://www.sports-reference.com/cfb/players/justin-hunter-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,2013,2,41,Robert Woods,https://www.pro-football-reference.com/players/W/WoodRo02.htm,WR,21,BUF,2013,2019,0,0,7,45,100,90,42,306,2,435,5585,25,USC,https://www.sports-reference.com/cfb/players/robert-woods-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,2013,2,59,Aaron Dobson,https://www.pro-football-reference.com/players/D/DobsAa00.htm,WR,22,NWE,2013,2015,0,0,1,6,24,13,,,,53,698,4,Marshall,https://www.sports-reference.com/cfb/players/aaron-dobson-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,2013,3,74,Terrance Williams,https://www.pro-football-reference.com/players/W/WillTe01.htm,WR,23,DAL,2013,2018,0,0,4,28,83,68,5,19,0,232,3377,20,Baylor,https://www.sports-reference.com/cfb/players/terrance-williams-2.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
