year,round,pick,player,pos,draft age,team,entry year,last year,1st team pro select,pro select,weighted career av,years as primary starter,games,games started,rushing attempts,rushing yards,rushing td,receiving attemps,receiving yards,receiving td,nfl url,nfl age,nfl team,nfl pos,nfl no,nfl game,nfl game started,nfl target,nfl receptions,nfl yards,nfl y/r,nfl td,nfl first downs,nfl longest rec,nfl rec per game,nfl yards per game,nfl catch ratio,nfl yards per target,nfl rushes,nfl rush yards,nfl rush td,nfl first downs rush,nfl longest rush,nfl rush yards per attempt,nfl rush yards per game,nfl rush attempt per games,nfl total touches,nfl yards per touch,nfl yards from scrimmage,nfl total td,nfl fumbles,nfl av,nfl table type,college,cfb url,cfb school,cfb conference,cfb class,cfb pos,cfb games,cfb receptions,cfb yards,cfb average,cfb td,cfb attemps rushing,cfb yards rushing,cfb avg rushing,cfb td rushing,cfb scrimmages,cfb yards total,cfb avg total,cfb td total,combine player,combine pos,combine ht,combine wt,combine forty,combine vertical,combine benchreps,combine broadjump,combine cone,combine shuttle,combine year,combine pfr_id,combine av,combine team,combine round,combine pick,nfl method,cfb method,combine method
2008,2,46,Jerome Simpson,WR,22.0,CIN,2008.0,2015.0,0,0,3,17.0,62.0,37.0,1.0,2.0,0.0,150.0,2058.0,9.0,https://www.pro-football-reference.com/players/S/SimpJe00.htm,29.0,SFO,wr,14.0,62.0,37.0,305.0,150.0,2058.0,13.7,9.0,102.0,84.0,2.4,33.2,0.4920000000000001,6.7,1.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,151.0,13.6,2060.0,9.0,5.0,18.0,Receiving & Rushing Table,Coastal Carolina,https://www.sports-reference.com/cfb/players/jerome-simpson-1.html,,,,,,,,,,,,,,,,,,Jerome Simpson,WR,74.0,199.0,4.42,37.5,,136.0,7.08,4.52,2008.0,SimpJe00,2.0,Cincinnati Bengals,2.0,46.0,success from main,fail (eg link broken),success from merge
2008,2,49,DeSean Jackson,WR,21.0,PHI,2008.0,2019.0,0,3,11,73.0,156.0,149.0,70.0,447.0,4.0,598.0,10420.0,55.0,https://www.pro-football-reference.com/players/J/JackDe00.htm,33.0,PHI,wr,10.0,156.0,149.0,1067.0,598.0,10420.0,17.4,55.0,405.0,91.0,3.8,66.8,0.56,9.8,70.0,447.0,4.0,22.0,67.0,6.4,2.9,0.4,668.0,16.3,10867.0,59.0,15.0,91.0,Receiving & Rushing Table,California,https://www.sports-reference.com/cfb/players/desean-jackson-1.html,California,Pac-10,JR,WR,36.0,162.0,2423.0,15.0,22.0,24.0,199.0,8.3,1.0,186.0,2622.0,14.1,23.0,DeSean Jackson,WR,70.0,169.0,4.35,,,120.0,,,2008.0,JackDe00,34.0,Philadelphia Eagles,2.0,49.0,success from main,success,success from merge
2008,2,51,Malcolm Kelly,WR,21.0,WAS,2008.0,2009.0,0,0,1,3.0,21.0,10.0,,,,28.0,365.0,0.0,https://www.pro-football-reference.com/players/K/KellMa01.htm,23.0,WAS,WR,12.0,21.0,10.0,52.0,28.0,365.0,13.0,0.0,16.0,84.0,1.3,17.4,0.5379999999999999,7.0,,,,,,,,,28.0,13.0,365.0,0.0,0.0,3.0,Receiving & Rushing Table,Oklahoma,https://www.sports-reference.com/cfb/players/malcolm-kelly-1.html,Oklahoma,Big 12,JR,WR,39.0,144.0,2285.0,15.9,21.0,,,,,144.0,2285.0,15.9,21.0,Malcolm Kelly,WR,76.0,224.0,4.68,,,,,,2008.0,KellMa01,3.0,Washington Redskins,2.0,51.0,success from main,success,success from merge
2008,2,53,Limas Sweed,WR,23.0,PIT,2008.0,2009.0,0,0,0,1.0,20.0,0.0,,,,7.0,69.0,0.0,https://www.pro-football-reference.com/players/S/SweeLi00.htm,25.0,PIT,,14.0,20.0,,15.0,7.0,69.0,9.9,0.0,3.0,17.0,0.4,3.5,0.467,4.6,,,,,,,,,7.0,9.9,69.0,0.0,2.0,1.0,Receiving & Rushing Table,Texas,https://www.sports-reference.com/cfb/players/limas-sweed-1.html,Texas,Big 12,SR,WR,44.0,124.0,1915.0,15.4,20.0,1.0,4.0,4.0,0.0,125.0,1919.0,15.4,20.0,Limas Sweed,WR,76.0,215.0,4.48,35.0,,,,,2008.0,SweeLi00,1.0,Pittsburgh Steelers,2.0,53.0,success from main,success,success from merge
2008,2,58,Dexter Jackson,WR,22.0,TAM,2008.0,2008.0,0,0,0,0.0,7.0,0.0,,,,,,,https://www.pro-football-reference.com/players/J/JackDe01.htm,,TAM,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Kick & Punt Returns Table,Appalachian St.,https://www.sports-reference.com/cfb/players/dexter-jackson-1.html,,,,,,,,,,,,,,,,,,Dexter Jackson,WR,69.0,182.0,4.33,29.5,,122.0,6.81,4.38,2008.0,JackDe01,0.0,Tampa Bay Buccaneers,2.0,58.0,fail after main1,fail (eg link broken),success from merge
2008,3,70,Earl Bennett,WR,21.0,CHI,2008.0,2013.0,0,0,1,19.0,78.0,29.0,2.0,9.0,0.0,185.0,2277.0,12.0,https://www.pro-football-reference.com/players/B/BennEa00.htm,26.0,CHI,wr,80.0,78.0,29.0,295.0,185.0,2277.0,12.3,12.0,107.0,71.0,2.4,29.2,0.627,7.7,2.0,9.0,0.0,1.0,5.0,4.5,0.1,0.0,187.0,12.2,2286.0,12.0,4.0,20.0,Receiving & Rushing Table,Vanderbilt,https://www.sports-reference.com/cfb/players/earl-bennett-1.html,Vanderbilt,SEC,JR,WR,35.0,236.0,2852.0,12.1,20.0,20.0,44.0,2.2,0.0,256.0,2896.0,11.3,20.0,Earl Bennett,WR,71.0,209.0,4.48,26.0,15.0,110.0,7.15,4.22,2008.0,BennEa00,12.0,Chicago Bears,3.0,70.0,success from main,success,success from merge
2008,3,81,Early Doucet,WR,22.0,ARI,2008.0,2012.0,0,0,0,10.0,54.0,14.0,4.0,14.0,0.0,139.0,1491.0,7.0,https://www.pro-football-reference.com/players/D/DoucEa00.htm,27.0,ARI,wr,85.0,54.0,14.0,250.0,139.0,1491.0,10.7,7.0,74.0,70.0,2.6,27.6,0.556,6.0,4.0,14.0,0.0,1.0,6.0,3.5,0.3,0.1,143.0,10.5,1505.0,7.0,1.0,11.0,Receiving & Rushing Table,LSU,https://www.sports-reference.com/cfb/players/early-doucet-1.html,LSU,SEC,SR,WR,45.0,160.0,1943.0,12.1,20.0,12.0,61.0,5.1,2.0,172.0,2004.0,11.7,22.0,Early Doucet,WR,72.0,209.0,4.59,,,,,,2008.0,DoucEa00,5.0,Arizona Cardinals,3.0,81.0,success from main,success,success from merge
2008,3,84,Harry Douglas,WR,23.0,ATL,2008.0,2017.0,0,0,2,31.0,118.0,40.0,18.0,65.0,1.0,310.0,3759.0,10.0,https://www.pro-football-reference.com/players/D/DougHa00.htm,33.0,TEN,,83.0,118.0,40.0,516.0,310.0,3759.0,12.1,10.0,173.0,80.0,2.6,31.9,0.601,7.3,18.0,65.0,1.0,5.0,33.0,3.6,0.6,0.2,328.0,11.7,3824.0,11.0,7.0,36.0,Receiving & Rushing Table,Louisville,https://www.sports-reference.com/cfb/players/harry-douglas-1.html,Louisville,Big East,SR,WR,46.0,173.0,2924.0,16.9,15.0,19.0,162.0,8.5,1.0,192.0,3086.0,16.1,16.0,Harry Douglas,WR,71.0,176.0,4.51,31.0,,120.0,6.57,4.12,2008.0,DougHa00,13.0,Atlanta Falcons,3.0,84.0,success from main,success,success from merge
2008,3,95,Mario Manningham,WR,22.0,NYG,2008.0,2014.0,0,0,4,23.0,67.0,41.0,5.0,54.0,0.0,211.0,2849.0,19.0,https://www.pro-football-reference.com/players/M/MannMa01.htm,28.0,NYG,,,67.0,41.0,355.0,211.0,2849.0,13.5,19.0,122.0,92.0,3.1,42.5,0.594,8.0,5.0,54.0,0.0,2.0,29.0,10.8,0.8,0.1,216.0,13.4,2903.0,19.0,4.0,25.0,Receiving & Rushing Table,Michigan,https://www.sports-reference.com/cfb/players/mario-manningham-1.html,Michigan,Big Ten,JR,WR,34.0,137.0,2310.0,16.9,27.0,31.0,176.0,5.7,0.0,168.0,2486.0,14.8,27.0,Mario Manningham,WR,72.0,181.0,4.59,32.0,16.0,117.0,7.34,4.27,2008.0,MannMa01,15.0,New York Giants,3.0,95.0,success from main,success,success from merge
2008,3,97,Andre Caldwell,WR,23.0,CIN,2008.0,2015.0,0,0,0,12.0,105.0,18.0,12.0,97.0,0.0,156.0,1509.0,11.0,https://www.pro-football-reference.com/players/C/CaldAn00.htm,30.0,DEN,,12.0,105.0,18.0,274.0,156.0,1509.0,9.7,11.0,86.0,53.0,1.5,14.4,0.569,5.5,12.0,97.0,0.0,8.0,26.0,8.1,0.9,0.1,168.0,9.6,1606.0,11.0,5.0,13.0,Receiving & Rushing Table,Florida,https://www.sports-reference.com/cfb/players/andre-caldwell-1.html,Florida,SEC,SR,WR,53.0,185.0,2349.0,12.7,16.0,41.0,293.0,7.1,4.0,226.0,2642.0,11.7,20.0,Andre Caldwell,WR,72.0,204.0,4.35,33.0,,124.0,6.75,4.11,2008.0,CaldAn00,8.0,Cincinnati Bengals,3.0,97.0,success from main,success,success from merge
2008,4,105,Will Franklin,WR,22.0,KAN,2008.0,2008.0,0,0,0,1.0,13.0,1.0,,,,7.0,83.0,0.0,https://www.pro-football-reference.com/players/F/FranWi00.htm,23.0,KAN,wr,85.0,13.0,1.0,17.0,7.0,83.0,11.9,0.0,3.0,42.0,0.5,6.4,0.412,4.9,,,,,,,,,7.0,11.9,83.0,0.0,0.0,1.0,Receiving & Rushing Table,Missouri,https://www.sports-reference.com/cfb/players/william-franklin-1.html,Missouri,Big 12,SR,WR,44.0,143.0,2125.0,14.9,13.0,9.0,11.0,1.2,0.0,152.0,2136.0,14.1,13.0,Will Franklin,WR,72.0,214.0,4.37,34.5,,,,,2008.0,FranWi00,1.0,Kansas City Chiefs,4.0,105.0,success from main,success,success from merge
2008,4,106,Marcus Smith,WR,23.0,BAL,2008.0,2010.0,0,0,0,0.0,21.0,0.0,,,,,,,https://www.pro-football-reference.com/players/S/SmitMa01.htm,,BAL,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Defense & Fumbles Table,New Mexico,https://www.sports-reference.com/cfb/players/marcus-smith-4.html,New Mexico,MWC,SR,WR,49.0,153.0,2073.0,13.5,13.0,54.0,323.0,6.0,5.0,207.0,2396.0,11.6,18.0,Marcus Smith-01,WR,73.0,221.0,4.51,26.5,20.0,111.0,7.1,4.42,2008.0,SmitMa01,0.0,Baltimore Ravens,4.0,106.0,fail after main1,success,success from merge
2008,4,125,Arman Shields,WR,23.0,OAK,,,0,0,0,,,,,,,,,,https://www.pro-football-reference.com/players/S/ShieAr00.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Richmond,https://www.sports-reference.com/cfb/players/arman-shields-1.html,,,,,,,,,,,,,,,,,,Arman Shields,WR,73.0,194.0,4.37,37.5,19.0,128.0,6.67,3.96,2008.0,ShieAr00,0.0,Oakland Raiders,4.0,125.0,fail (eg link broken),fail (eg link broken),success from merge
2008,4,126,Lavelle Hawkins,WR,22.0,TEN,2008.0,2013.0,0,0,0,7.0,56.0,4.0,,,,71.0,771.0,1.0,https://www.pro-football-reference.com/players/H/HawkLa00.htm,27.0,SDG,,10.0,56.0,4.0,120.0,71.0,771.0,10.9,1.0,37.0,42.0,1.3,13.8,0.5920000000000001,6.4,,,,,,,,,71.0,10.9,771.0,1.0,1.0,7.0,Receiving & Rushing Table,California,https://www.sports-reference.com/cfb/players/lavelle-hawkins-1.html,California,Pac-10,SR,WR,35.0,136.0,1748.0,12.9,12.0,13.0,127.0,9.8,0.0,149.0,1875.0,12.6,12.0,Lavelle Hawkins,WR,71.0,187.0,4.57,,14.0,117.0,,,2008.0,HawkLa00,3.0,Tennessee Titans,4.0,126.0,success from main,success,success from merge
2008,4,128,Keenan Burton,WR,23.0,STL,2008.0,2009.0,0,0,0,3.0,22.0,7.0,3.0,8.0,0.0,38.0,425.0,1.0,https://www.pro-football-reference.com/players/B/BurtKe00.htm,25.0,STL,wr,14.0,22.0,7.0,74.0,38.0,425.0,11.2,1.0,21.0,30.0,1.7,19.3,0.514,5.7,3.0,8.0,0.0,0.0,5.0,2.7,0.4,0.1,41.0,10.6,433.0,1.0,0.0,3.0,Receiving & Rushing Table,Kentucky,https://www.sports-reference.com/cfb/players/keenan-burton-1.html,Kentucky,SEC,SR,WR,46.0,189.0,2376.0,12.6,25.0,8.0,18.0,2.3,0.0,197.0,2394.0,12.2,25.0,Keenan Burton,WR,72.0,201.0,4.44,38.5,10.0,125.0,6.77,4.2,2008.0,BurtKe00,3.0,St. Louis Rams,4.0,128.0,success from main,success,success from merge
2008,5,136,Kenny Moore,WR,23.0,DET,2009.0,2010.0,0,0,0,1.0,14.0,1.0,,,,6.0,59.0,0.0,https://www.pro-football-reference.com/players/M/MoorKe00.htm,25.0,IND,,80.0,14.0,1.0,11.0,6.0,59.0,9.8,0.0,1.0,22.0,0.4,4.2,0.545,5.4,,,,,,,,,6.0,9.8,59.0,0.0,3.0,,Receiving & Rushing Table,Wake Forest,https://www.sports-reference.com/cfb/players/kenneth-moore-1.html,Wake Forest,ACC,SR,RB,39.0,151.0,829.0,5.5,5.0,139.0,1458.0,10.5,7.0,290.0,2287.0,7.9,12.0,Kenneth Moore,WR,71.0,195.0,4.47,28.0,,120.0,7.09,4.3,2008.0,MoorKe00,1.0,Detroit Lions,5.0,136.0,success from main1,success,success from merge
2008,5,153,Matthew Slater,WR,22.0,NWE,2008.0,2019.0,2,8,0,4.0,173.0,3.0,2.0,11.0,0.0,1.0,46.0,0.0,https://www.pro-football-reference.com/players/S/SlatMa00.htm,31.0,NWE,,18.0,173.0,3.0,8.0,1.0,46.0,46.0,0.0,1.0,46.0,0.0,0.3,0.125,,2.0,11.0,0.0,1.0,6.0,5.5,0.1,0.0,3.0,19.0,57.0,0.0,5.0,,Rushing & Receiving Table,UCLA,https://www.sports-reference.com/cfb/players/matt-slater-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,success from main3,fail (eg link broken),fail after search (missing table)
2008,6,171,Marcus Henry,WR,22.0,NYJ,,,0,0,0,,,,,,,,,,https://www.pro-football-reference.com/players/H/HenrMa00.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kansas,https://www.sports-reference.com/cfb/players/marcus-henry-1.html,Kansas,Big 12,SR,WR,45.0,104.0,1598.0,15.4,13.0,1.0,23.0,23.0,0.0,105.0,1621.0,15.4,13.0,Marcus Henry,WR,76.0,207.0,4.55,31.5,,126.0,7.08,4.3,2008.0,HenrMa00,0.0,New York Jets,6.0,171.0,fail (eg link broken),success,success from merge
2008,6,174,Josh Morgan,WR,23.0,SFO,2008.0,2014.0,0,0,3,21.0,93.0,61.0,14.0,146.0,0.0,209.0,2558.0,12.0,https://www.pro-football-reference.com/players/M/MorgJo00.htm,29.0,CHI,wr,19.0,93.0,61.0,349.0,209.0,2558.0,12.2,12.0,118.0,65.0,2.2,27.5,0.599,7.3,14.0,146.0,0.0,7.0,21.0,10.4,1.6,0.2,223.0,12.1,2704.0,12.0,5.0,23.0,Receiving & Rushing Table,Virginia Tech,https://www.sports-reference.com/cfb/players/josh-morgan-2.html,Virginia Tech,ACC,SR,WR,51.0,122.0,1817.0,14.9,16.0,6.0,20.0,3.3,0.0,128.0,1837.0,14.4,16.0,Josh Morgan,WR,72.0,219.0,4.46,,,,,,2008.0,MorgJo00,13.0,San Francisco 49ers,6.0,174.0,success from main,success,success from merge
2008,6,182,Kevin Robinson,WR,23.0,KAN,2008.0,2008.0,0,0,0,0.0,8.0,0.0,,,,,,,https://www.pro-football-reference.com/players/R/RobiKe00.htm,,KAN,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Kick & Punt Returns Table,Utah St.,https://www.sports-reference.com/cfb/players/kevin-robinson-1.html,Utah State,WAC,SR,WR,46.0,178.0,2485.0,14.0,21.0,35.0,165.0,4.7,1.0,213.0,2650.0,12.4,22.0,Kevin Robinson,WR,71.0,202.0,4.69,27.5,,115.0,7.31,4.77,2008.0,RobiKe00,0.0,Kansas City Chiefs,6.0,182.0,fail after main1,success,success from merge
2008,6,191,Paul Hubbard,WR,23.0,CLE,2010.0,2010.0,0,0,0,0.0,1.0,1.0,,,,1.0,8.0,0.0,https://www.pro-football-reference.com/players/H/HubbPa00.htm,25.0,BUF,wr,17.0,1.0,1.0,3.0,1.0,8.0,8.0,0.0,0.0,8.0,1.0,8.0,0.333,2.7,,,,,,,,,1.0,8.0,8.0,0.0,0.0,0.0,Receiving & Rushing Table,Wisconsin,https://www.sports-reference.com/cfb/players/paul-hubbard-1.html,Wisconsin,Big Ten,SR,WR,26.0,53.0,936.0,17.7,5.0,,,,,53.0,936.0,17.7,5.0,Paul Hubbard,WR,75.0,221.0,4.49,29.5,15.0,126.0,,,2008.0,HubbPa00,0.0,Cleveland Browns,6.0,191.0,success from main,success,success from merge
2008,6,193,Jaymar Johnson,WR,24.0,MIN,2009.0,2011.0,0,0,0,0.0,7.0,0.0,,,,1.0,9.0,0.0,https://www.pro-football-reference.com/players/J/JohnJa01.htm,25.0,MIN,,11.0,7.0,,1.0,1.0,9.0,9.0,0.0,0.0,9.0,0.1,1.3,1.0,9.0,,,,,,,,,1.0,9.0,9.0,0.0,0.0,,Receiving & Rushing Table,Jackson St.,https://www.sports-reference.com/cfb/players/jaymar-johnson-1.html,,,,,,,,,,,,,,,,,,Jaymar Johnson,WR,71.0,177.0,4.5,32.0,14.0,118.0,6.75,4.18,2008.0,JohnJa01,0.0,Minnesota Vikings,6.0,193.0,success from main1,fail (eg link broken),success from merge
2008,6,205,Pierre Garcon,WR,22.0,IND,2008.0,2018.0,0,0,10,54.0,148.0,131.0,12.0,72.0,0.0,628.0,7854.0,38.0,https://www.pro-football-reference.com/players/G/GarcPi00.htm,32.0,SFO,WR,15.0,148.0,131.0,1041.0,628.0,7854.0,12.5,38.0,375.0,88.0,4.2,53.1,0.603,7.5,12.0,72.0,0.0,5.0,18.0,6.0,0.5,0.1,640.0,12.4,7926.0,38.0,4.0,66.0,Receiving & Rushing Table,Mount Union,https://www.sports-reference.com/cfb/players/pierre-garcon-1.html,,,,,,,,,,,,,,,,,,Pierre Garcon,WR,72.0,210.0,4.42,36.5,20.0,125.0,6.9,4.19,2008.0,GarcPi00,17.0,Indianapolis Colts,6.0,205.0,success from main,fail (eg link broken),success from merge
2008,7,215,Justin Harper,WR,23.0,BAL,2009.0,2009.0,0,0,0,0.0,2.0,0.0,,,,,,,https://www.pro-football-reference.com/players/H/HarpJu01.htm,24.0,BAL,,,2.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Games Table,Virginia Tech,https://www.sports-reference.com/cfb/players/justin-harper-2.html,Virginia Tech,ACC,SR,WR,50.0,83.0,1338.0,16.1,8.0,1.0,10.0,10.0,0.0,84.0,1348.0,16.0,8.0,Justin Harper,WR,75.0,213.0,4.56,28.5,,120.0,7.03,4.43,2008.0,HarpJu01,0.0,Baltimore Ravens,7.0,215.0,success from main,success,success from merge
2008,7,217,Brett Swain,WR,23.0,GNB,2009.0,2011.0,0,0,0,1.0,27.0,2.0,,,,8.0,87.0,0.0,https://www.pro-football-reference.com/players/S/SwaiBr00.htm,26.0,SFO,wr,18.0,27.0,2.0,17.0,8.0,87.0,10.9,0.0,4.0,31.0,0.3,3.2,0.471,5.1,,,,,,,,,8.0,10.9,87.0,0.0,0.0,1.0,Receiving & Rushing Table,San Diego St.,https://www.sports-reference.com/cfb/players/brett-swain-1.html,San Diego State,MWC,SR,WR,44.0,133.0,1893.0,14.2,8.0,7.0,35.0,5.0,0.0,140.0,1928.0,13.8,8.0,,,,,,,,,,,,,,,,,success from main,success,fail after search (missing table)
2008,7,224,Steve Johnson,WR,21.0,BUF,2008.0,2015.0,0,0,5,33.0,99.0,67.0,2.0,16.0,0.0,381.0,4764.0,34.0,https://www.pro-football-reference.com/players/J/JohnSt00.htm,29.0,SDG,WR,11.0,99.0,67.0,656.0,381.0,4764.0,12.5,34.0,253.0,63.0,3.8,48.1,0.581,7.3,2.0,16.0,0.0,0.0,10.0,8.0,0.2,0.0,383.0,12.5,4780.0,34.0,4.0,37.0,Receiving & Rushing Table,Kentucky,https://www.sports-reference.com/cfb/players/steve-johnson-2.html,Kentucky,SEC,SR,WR,26.0,72.0,1200.0,16.7,14.0,,,,,72.0,1200.0,16.7,14.0,,,,,,,,,,,,,,,,,success from main,success,fail after search (missing table)
2008,7,226,Chaz Schilens,WR,22.0,OAK,2008.0,2012.0,0,0,1,7.0,59.0,25.0,1.0,-2.0,0.0,100.0,1191.0,9.0,https://www.pro-football-reference.com/players/S/SchiCh00.htm,27.0,NYJ,wr,85.0,59.0,25.0,168.0,100.0,1191.0,11.9,9.0,59.0,60.0,1.7,20.2,0.595,7.1,1.0,-2.0,0.0,0.0,0.0,-2.0,0.0,0.0,101.0,11.8,1189.0,9.0,1.0,8.0,Receiving & Rushing Table,San Diego St.,https://www.sports-reference.com/cfb/players/chaz-schilens-1.html,San Diego State,MWC,SR,WR,32.0,103.0,1603.0,15.6,7.0,,,,,103.0,1603.0,15.6,7.0,,,,,,,,,,,,,,,,,success from main,success,fail after search (missing table)
2008,7,237,Adrian Arrington,WR,22.0,NOR,2010.0,2012.0,0,0,0,1.0,5.0,0.0,,,,9.0,110.0,0.0,https://www.pro-football-reference.com/players/A/ArriAd00.htm,27.0,NOR,,87.0,5.0,,12.0,9.0,110.0,12.2,0.0,5.0,17.0,1.8,22.0,0.75,9.2,,,,,,,,,9.0,12.2,110.0,0.0,0.0,1.0,Receiving & Rushing Table,Michigan,https://www.sports-reference.com/cfb/players/adrian-arrington-1.html,Michigan,Big Ten,SR,WR,35.0,109.0,1438.0,13.2,16.0,,,,,109.0,1438.0,13.2,16.0,Adrian Arrington,WR,75.0,203.0,4.55,,,,,,2008.0,ArriAd00,1.0,New Orleans Saints,7.0,237.0,success from main,success,success from merge
2008,7,246,Mario Urrutia,WR,22.0,CIN,,,0,0,0,,,,,,,,,,https://www.pro-football-reference.com/players/U/UrruMa00.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Louisville,https://www.sports-reference.com/cfb/players/mario-urrutia-1.html,Louisville,Big East,JR,WR,34.0,130.0,2271.0,17.5,16.0,,,,,130.0,2271.0,17.5,16.0,Mario Urrutia,WR,77.0,232.0,4.59,30.0,16.0,115.0,7.07,4.44,2008.0,UrruMa00,0.0,Cincinnati Bengals,7.0,246.0,fail (eg link broken),success,success from merge
2008,7,248,Marcus Monk,WR,22.0,CHI,,,0,0,0,,,,,,,,,,https://www.pro-football-reference.com/players/M/MonkMa00.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arkansas,https://www.sports-reference.com/cfb/players/marcus-monk-1.html,Arkansas,SEC,SR,WR,43.0,138.0,2151.0,15.6,27.0,,,,,138.0,2151.0,15.6,27.0,Marcus Monk,WR,76.0,222.0,4.56,34.5,9.0,119.0,7.08,4.3,2008.0,MonkMa00,0.0,Chicago Bears,7.0,248.0,fail (eg link broken),success,success from merge
2007,1,2,Calvin Johnson,WR,21.0,DET,2007.0,2015.0,3,6,9,78.0,135.0,130.0,19.0,167.0,1.0,731.0,11619.0,83.0,https://www.pro-football-reference.com/players/J/JohnCa00.htm,30.0,DET,WR,81.0,135.0,130.0,1312.0,731.0,11619.0,15.9,83.0,552.0,96.0,5.4,86.1,0.557,8.9,19.0,167.0,1.0,11.0,32.0,8.8,1.2,0.1,750.0,15.7,11786.0,84.0,14.0,93.0,Receiving & Rushing Table,Georgia Tech,https://www.sports-reference.com/cfb/players/calvin-johnson-1.html,Georgia Tech,ACC,JR,WR,38.0,178.0,2927.0,16.4,28.0,10.0,40.0,4.0,1.0,188.0,2967.0,15.8,29.0,Calvin Johnson,WR,77.0,239.0,4.35,,,,,,2007.0,JohnCa00,23.0,Detroit Lions,1.0,2.0,success from main,success,success from merge
2007,1,9,Ted Ginn,WR,22.0,MIA,2007.0,2019.0,0,0,7,52.0,187.0,83.0,68.0,486.0,2.0,409.0,5702.0,33.0,https://www.pro-football-reference.com/players/G/GinnTe00.htm,34.0,NOR,WR,19.0,187.0,83.0,754.0,409.0,5702.0,13.9,33.0,255.0,88.0,2.2,30.5,0.542,7.6,68.0,486.0,2.0,25.0,43.0,7.1,2.6,0.4,477.0,13.0,6188.0,35.0,24.0,65.0,Receiving & Rushing Table,Ohio St.,https://www.sports-reference.com/cfb/players/ted-ginn-jr-1.html,Ohio State,Big Ten,JR,WR,37.0,135.0,1943.0,14.4,15.0,28.0,213.0,7.6,3.0,163.0,2156.0,13.2,18.0,Ted Ginn,WR,71.0,178.0,4.38,,,,,,2007.0,GinnTe00,18.0,Miami Dolphins,1.0,9.0,success from main,success,success from merge
2007,1,23,Dwayne Bowe,WR,22.0,KAN,2007.0,2015.0,0,1,8,49.0,125.0,112.0,2.0,16.0,0.0,537.0,7208.0,44.0,https://www.pro-football-reference.com/players/B/BoweDw00.htm,31.0,CLE,,80.0,125.0,112.0,960.0,537.0,7208.0,13.4,44.0,370.0,75.0,4.3,57.7,0.5589999999999999,7.5,2.0,16.0,0.0,0.0,12.0,8.0,0.1,0.0,539.0,13.4,7224.0,44.0,6.0,57.0,Receiving & Rushing Table,LSU,https://www.sports-reference.com/cfb/players/dwayne-bowe-1.html,LSU,SEC,SR,WR,46.0,154.0,2403.0,15.6,26.0,1.0,2.0,2.0,0.0,155.0,2405.0,15.5,26.0,Dwayne Bowe,WR,74.0,221.0,4.51,33.0,,125.0,6.81,4.35,2007.0,BoweDw00,19.0,Kansas City Chiefs,1.0,23.0,success from main,success,success from merge
2007,1,27,Robert Meachem,WR,22.0,NOR,2008.0,2014.0,0,0,1,26.0,103.0,35.0,18.0,127.0,1.0,178.0,2914.0,27.0,https://www.pro-football-reference.com/players/M/MeacRo00.htm,30.0,NOR,wr,17.0,103.0,35.0,292.0,178.0,2914.0,16.4,27.0,118.0,74.0,1.7,28.3,0.61,10.0,18.0,127.0,1.0,7.0,41.0,7.1,1.2,0.2,196.0,15.5,3041.0,28.0,2.0,29.0,Receiving & Rushing Table,Tennessee,https://www.sports-reference.com/cfb/players/robert-meachem-1.html,Tennessee,SEC,JR,WR,37.0,125.0,2140.0,17.1,17.0,7.0,3.0,0.4,0.0,132.0,2143.0,16.2,17.0,Robert Meachem,WR,74.0,214.0,4.39,37.5,,121.0,6.97,4.31,2007.0,MeacRo00,17.0,New Orleans Saints,1.0,27.0,success from main,success,success from merge
2007,1,30,Craig Davis,WR,21.0,SDG,2007.0,2010.0,0,0,0,7.0,25.0,2.0,4.0,13.0,0.0,51.0,558.0,2.0,https://www.pro-football-reference.com/players/D/DaviCr00.htm,25.0,SDG,wr,84.0,25.0,2.0,87.0,51.0,558.0,10.9,2.0,34.0,49.0,2.0,22.3,0.586,6.4,4.0,13.0,0.0,0.0,6.0,3.3,0.5,0.2,55.0,10.4,571.0,2.0,1.0,7.0,Receiving & Rushing Table,LSU,https://www.sports-reference.com/cfb/players/craig-davis-1.html,LSU,SEC,SR,WR,42.0,141.0,2117.0,15.0,7.0,5.0,20.0,4.0,0.0,146.0,2137.0,14.6,7.0,,,,,,,,,,,,,,,,,success from main,success,fail after search (missing table)
