year,round,pick,player,nfl url,pos,draft age,team,entry year,last year,1st team pro select,pro select,weighted career av,years as primary starter,games,games started,rushing attempts,rushing yards,rushing td,receiving attemps,receiving yards,receiving td,college,cfb url,cfb school,cfb conference,cfb class,cfb pos,cfb games,cfb receptions,cfb yards,cfb average,cfb td,cfb attemps rushing,cfb yards rushing,cfb avg rushing,cfb td rushing,cfb scrimmages,cfb yards total,cfb avg total,cfb td total,nfl age,nfl team,nfl pos,nfl no,nfl game,nfl game started,nfl target,nfl receptions,nfl yards,nfl y/r,nfl td,nfl first downs,nfl longest rec,nfl rec per game,nfl yards per game,nfl catch ratio,nfl yards per target,nfl rushes,nfl rush yards,nfl rush td,nfl first downs rush,nfl longest rush,nfl rush yards per attempt,nfl rush yards per game,nfl rush attempt per games,nfl total touches,nfl yards per touch,nfl yards from scrimmage,nfl total td,nfl fumbles,nfl av,nfl table type,cfb method,nfl method
1996,7,227,Clarence Jones,nfl link is missing,WR,,JAX,,,0,0,0,,,,,,,,,,Tennessee St.,https://www.sports-reference.com/cfb/players/clarence-jones-1.html,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail (eg link broken),fail (eg link broken)
1996,7,228,Gregory Spann,nfl link is missing,WR,,JAX,,,0,0,0,,,,,,,,,,Jackson St.,https://www.sports-reference.com/cfb/players/gregory-spann-1.html,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail (eg link broken),fail (eg link broken)
1996,7,250,DeAndre Maxwell,nfl link is missing,WR,,WAS,,,0,0,0,,,,,,,,,,San Diego St.,https://www.sports-reference.com/cfb/players/deandre-maxwell-1.html,San Diego State,WAC,,WR,46.0,104,1513,14.5,13,2,7,3.5,0,106,1520,14.3,13,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,success,fail (eg link broken)
1996,7,251,Brice Hunter,https://www.pro-football-reference.com/players/H/HuntBr00.htm,WR,22.0,MIA,1997.0,1998.0,0,0,0,1.0,13.0,0.0,,,,4.0,73.0,1.0,Georgia,https://www.sports-reference.com/cfb/players/brice-hunter-1.html,Georgia,SEC,,WR,42.0,182,2373,13.0,19,4,2,0.5,0,186,2375,12.8,19,24,TAM,,88,13,,10,4,73,18.3,1,3,45,0.3,5.6,40.0%,7.3,,,,,,,,,4,18.3,73,1,0,1,Receiving & Rushing Table,success,success from main
1995,1,4,Michael Westbrook,https://www.pro-football-reference.com/players/W/WestMi00.htm,WR,23.0,WAS,1995.0,2002.0,0,0,6,38.0,89.0,72.0,22.0,160.0,1.0,285.0,4374.0,26.0,Colorado,https://www.sports-reference.com/cfb/players/michael-westbrook-1.html,Colorado,Big 8,,WR,43.0,167,2548,15.3,19,9,84,9.3,0,176,2632,15.0,19,30,CIN,wr,82,89,72,576,285,4374,15.3,26,203,76,3.2,49.1,49.5%,7.6,22,160,1,9,58,7.3,1.8,0.2,307,14.8,4534,27,3,43,Receiving & Rushing Table,success,success from main
1995,1,8,Joey Galloway,https://www.pro-football-reference.com/players/G/GallJo00.htm,WR,23.0,SEA,1995.0,2010.0,0,0,10,77.0,198.0,175.0,63.0,496.0,1.0,701.0,10950.0,77.0,Ohio St.,https://www.sports-reference.com/cfb/players/joey-galloway-1.html,Ohio State,Big Ten,,WR,37.0,108,1894,17.5,19,25,191,7.6,4,133,2085,15.7,23,39,WAS,wr,84,198,175,1444,701,10950,15.6,77,477,81,3.5,55.3,48.5%,7.6,63,496,1,16,86,7.9,2.5,0.3,764,15.0,11446,78,12,99,Receiving & Rushing Table,success,success from main
1995,1,10,J.J. Stokes,https://www.pro-football-reference.com/players/S/StokJ.00.htm,WR,22.0,SFO,1995.0,2003.0,0,0,4,40.0,118.0,69.0,1.0,6.0,0.0,342.0,4293.0,30.0,UCLA,https://www.sports-reference.com/cfb/players/jj-stokes-1.html,UCLA,Pac-10,,WR,46.0,154,2469,16.0,28,,,,,154,2469,16.0,28,,NWE,,85,118,69,559,342,4293,12.6,30,144,53,2.9,36.4,61.2%,7.7,1,6,0,0,6,6.0,0.1,0.0,343,12.5,4299,30,2,47,Receiving & Rushing Table,success,success from main
1995,2,47,Frank Sanders,https://www.pro-football-reference.com/players/S/SandFr00.htm,WR,22.0,ARI,1995.0,2003.0,0,0,8,44.0,136.0,120.0,11.0,4.0,0.0,507.0,6749.0,24.0,Auburn,https://www.sports-reference.com/cfb/players/frank-sanders-1.html,Auburn,SEC,,WR,42.0,121,1998,16.5,15,12,141,11.8,3,133,2139,16.1,18,30,BAL,,81,136,120,958,507,6749,13.3,24,345,70,3.7,49.6,52.9%,7.0,11,4,0,1,7,0.4,0.0,0.1,518,13.0,6753,24,10,52,Receiving & Rushing Table,success,success from main
1995,2,61,Jimmy Oliver,nfl link is missing,WR,,SDG,,,0,0,0,,,,,,,,,,TCU,https://www.sports-reference.com/cfb/players/jimmy-oliver-1.html,Texas Christian,SWC,,WR,44.0,54,1036,19.2,11,14,103,7.4,0,68,1139,16.8,11,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,success,fail (eg link broken)
1995,3,67,Chris Sanders,https://www.pro-football-reference.com/players/S/SandCh00.htm,WR,23.0,HOU,1995.0,2001.0,0,0,4,29.0,97.0,55.0,4.0,-36.0,0.0,177.0,3285.0,17.0,Ohio St.,https://www.sports-reference.com/cfb/players/chris-sanders-1.html,Ohio State,Big Ten,,WR,37.0,71,1120,15.8,8,6,50,8.3,0,77,1170,15.2,8,29,TEN,,81,97,55,403,177,3285,18.6,17,125,83,1.8,33.9,43.9%,8.2,4,-36,0,0,0,-9.0,-0.4,0.0,181,18.0,3249,17,3,32,Receiving & Rushing Table,success,success from main
